n_obs,d,sim,alpha_param,beta_param,B,test_stat,reject
100,1,96,1.2,0.5,100,2153.77437242035,1
100,1,97,1.2,0.5,100,18.3406880912503,1
100,1,98,1.2,0.5,100,1195213.97448192,1
100,1,99,1.2,0.5,100,229460.992320334,1
100,1,100,1.2,0.5,100,2037.54740646359,1
100,1,101,1.2,0.5,100,0.699957438852739,0
100,1,102,1.2,0.5,100,11.3640091574907,1
100,1,103,1.2,0.5,100,13756.2364331194,1
100,1,104,1.2,0.5,100,68708320.090839,1
100,1,105,1.2,0.5,100,1649.93929657232,1
100,1,106,1.2,0.5,100,28714.9582553004,1
100,1,107,1.2,0.5,100,9260.8525852022,1
100,1,108,1.2,0.5,100,55235.7662246357,1
100,1,109,1.2,0.5,100,0.465281005008561,0
100,1,110,1.2,0.5,100,2941.11760368389,1
100,1,111,1.2,0.5,100,433.938681995724,1
100,1,112,1.2,0.5,100,16.0080750202568,1
100,1,113,1.2,0.5,100,1.09460908236948,0
100,1,114,1.2,0.5,100,1012.39704507907,1
100,1,115,1.2,0.5,100,51.4217886335253,1
100,1,116,1.2,0.5,100,752.058021079438,1
100,1,117,1.2,0.5,100,0.263053612122635,0
100,1,118,1.2,0.5,100,195832.76281475,1
100,1,119,1.2,0.5,100,494527.435650351,1
100,1,120,1.2,0.5,100,732.98760202069,1
100,1,121,1.2,0.5,100,898.522596885751,1
100,1,122,1.2,0.5,100,105.723592911142,1
100,1,123,1.2,0.5,100,31737.1988514398,1
100,1,124,1.2,0.5,100,2170.30080076049,1
100,1,125,1.2,0.5,100,175822.818648153,1
100,1,126,1.2,0.5,100,29.1766805199584,1
100,1,127,1.2,0.5,100,23.2521465109164,1
100,1,128,1.2,0.5,100,26818.7394146548,1
100,1,129,1.2,0.5,100,131.265438128912,1
100,1,130,1.2,0.5,100,202332.39808636,1
100,1,131,1.2,0.5,100,539.983019342203,1
100,1,132,1.2,0.5,100,59883.5315024144,1
100,1,133,1.2,0.5,100,163.35029512306,1
100,1,134,1.2,0.5,100,1.76457352972135,0
100,1,135,1.2,0.5,100,2404.82276044694,1
100,1,136,1.2,0.5,100,9.66364812983389,0
100,1,137,1.2,0.5,100,1416625.7795341,1
100,1,138,1.2,0.5,100,710057.156639216,1
100,1,139,1.2,0.5,100,1672.29442260449,1
100,1,140,1.2,0.5,100,411.574805238486,1
100,1,141,1.2,0.5,100,122830.019784323,1
100,1,142,1.2,0.5,100,76.8290430899545,1
100,1,143,1.2,0.5,100,59252.6611792533,1
100,1,144,1.2,0.5,100,625.473846340995,1
100,1,145,1.2,0.5,100,44.8657097354685,1
100,1,146,1.2,0.5,100,249851719.551011,1
100,1,147,1.2,0.5,100,7986.38467130648,1
100,1,148,1.2,0.5,100,7175083.07061324,1
100,1,149,1.2,0.5,100,2212.31909498535,1
100,1,150,1.2,0.5,100,67.3071387016774,1
100,1,151,1.2,0.5,100,190813.900194493,1
100,1,152,1.2,0.5,100,223995.870323735,1
100,1,153,1.2,0.5,100,42.3210428898058,1
100,1,154,1.2,0.5,100,381.67498675698,1
100,1,155,1.2,0.5,100,1560521.90158104,1
100,1,156,1.2,0.5,100,1883.87997611795,1
100,1,157,1.2,0.5,100,4824.31194992231,1
100,1,158,1.2,0.5,100,0.944491318405001,0
100,1,159,1.2,0.5,100,8547.71194735586,1
100,1,160,1.2,0.5,100,163243180.775409,1
100,1,161,1.2,0.5,100,493.703628673677,1
100,1,162,1.2,0.5,100,241320.305165736,1
100,1,163,1.2,0.5,100,57.9454237631076,1
100,1,164,1.2,0.5,100,4554.54154748494,1
100,1,165,1.2,0.5,100,3.39654515986906,0
100,1,166,1.2,0.5,100,469.326958282004,1
100,1,167,1.2,0.5,100,58.7471272665977,1
100,1,168,1.2,0.5,100,20278.0428738361,1
100,1,169,1.2,0.5,100,45.0890352275333,1
100,1,170,1.2,0.5,100,191.740901289983,1
100,1,171,1.2,0.5,100,546.84651804999,1
100,1,172,1.2,0.5,100,14267.386636998,1
100,1,173,1.2,0.5,100,258.605914777757,1
100,1,174,1.2,0.5,100,2.01727016028313,0
100,1,175,1.2,0.5,100,15.8816367241289,1
100,1,176,1.2,0.5,100,545.18910413802,1
100,1,177,1.2,0.5,100,95.0232260929843,1
100,1,178,1.2,0.5,100,749.582841932097,1
100,1,179,1.2,0.5,100,3329557148.46431,1
100,1,180,1.2,0.5,100,30951868.3806542,1
100,1,181,1.2,0.5,100,20.957648582663,1
100,1,182,1.2,0.5,100,1932155724607.01,1
100,1,183,1.2,0.5,100,1113.10982374877,1
100,1,184,1.2,0.5,100,0.529400925564618,0
100,1,185,1.2,0.5,100,5.29767617907507,0
100,1,186,1.2,0.5,100,10.9043944313384,1
100,1,187,1.2,0.5,100,270.058656399883,1
100,1,188,1.2,0.5,100,222.91315129983,1
100,1,189,1.2,0.5,100,113.174468009043,1
100,1,190,1.2,0.5,100,50.0511866866955,1
100,1,191,1.2,0.5,100,169.476821880283,1
100,1,192,1.2,0.5,100,1.32503752316894,0
100,1,193,1.2,0.5,100,3140842.15878615,1
100,1,194,1.2,0.5,100,2853059.15099074,1
100,1,195,1.2,0.5,100,213358.946705247,1
100,1,196,1.2,0.5,100,3.28012580264489,0
100,1,197,1.2,0.5,100,13.6030415502499,1
100,1,198,1.2,0.5,100,167859.274771533,1
100,1,199,1.2,0.5,100,498.850117206397,1
100,1,200,1.2,0.5,100,520632.80662137,1
100,1,1,1.3,0.5,100,7056.67322162811,1
100,1,2,1.3,0.5,100,1.43639752289014,0
100,1,3,1.3,0.5,100,201.630683212034,1
100,1,4,1.3,0.5,100,55010.889605686,1
100,1,5,1.3,0.5,100,226057.474093056,1
100,1,6,1.3,0.5,100,200048.088521227,1
100,1,7,1.3,0.5,100,187.510287684214,1
100,1,8,1.3,0.5,100,2510.04060803424,1
100,1,9,1.3,0.5,100,8.06599467459376,0
100,1,10,1.3,0.5,100,2.86811396175015,0
100,1,11,1.3,0.5,100,52330.8503830184,1
100,1,12,1.3,0.5,100,15876.9700599877,1
100,1,13,1.3,0.5,100,439.779442316861,1
100,1,14,1.3,0.5,100,2384.77304568458,1
100,1,15,1.3,0.5,100,13.7221353133125,1
100,1,16,1.3,0.5,100,642.611422231011,1
100,1,17,1.3,0.5,100,376.739008346217,1
100,1,18,1.3,0.5,100,1359.35894287283,1
100,1,19,1.3,0.5,100,1240.07737726652,1
100,1,20,1.3,0.5,100,69090.2496676653,1
100,1,21,1.3,0.5,100,3607.40001898941,1
100,1,22,1.3,0.5,100,8604.43963283954,1
100,1,23,1.3,0.5,100,6.43762340279093,0
100,1,24,1.3,0.5,100,85672.0032526119,1
100,1,25,1.3,0.5,100,0.937778393165267,0
100,1,26,1.3,0.5,100,398975839.333848,1
100,1,27,1.3,0.5,100,9.45494812793006,0
100,1,28,1.3,0.5,100,1.86390197025316,0
100,1,29,1.3,0.5,100,10847.7763837353,1
100,1,30,1.3,0.5,100,0.324216085751605,0
100,1,31,1.3,0.5,100,84674.6672565171,1
100,1,32,1.3,0.5,100,18491.2389355371,1
100,1,33,1.3,0.5,100,30.5164144031322,1
100,1,34,1.3,0.5,100,49521.9754758416,1
100,1,35,1.3,0.5,100,35.4985803418541,1
100,1,36,1.3,0.5,100,17775.5032408175,1
100,1,37,1.3,0.5,100,5980436552.71973,1
100,1,38,1.3,0.5,100,24323.9070702408,1
100,1,39,1.3,0.5,100,4081996.91774522,1
100,1,40,1.3,0.5,100,327.745918014803,1
100,1,41,1.3,0.5,100,481838.708853523,1
100,1,42,1.3,0.5,100,22155.9197647292,1
100,1,43,1.3,0.5,100,13545.9388471328,1
100,1,44,1.3,0.5,100,94.6874729360884,1
100,1,45,1.3,0.5,100,1154.51793307996,1
100,1,46,1.3,0.5,100,340419993.978901,1
100,1,47,1.3,0.5,100,13786.8056786983,1
100,1,48,1.3,0.5,100,397.045047079629,1
100,1,49,1.3,0.5,100,1.39238748547426,0
100,1,50,1.3,0.5,100,1271.03379442785,1
100,1,51,1.3,0.5,100,303286.481510669,1
100,1,52,1.3,0.5,100,51236.1441895655,1
100,1,53,1.3,0.5,100,13.9686122337556,1
100,1,54,1.3,0.5,100,6458.32911602842,1
100,1,55,1.3,0.5,100,154.950128598615,1
100,1,56,1.3,0.5,100,7.86602974241518,0
100,1,57,1.3,0.5,100,2.66371900685165,0
100,1,58,1.3,0.5,100,24023.7696048399,1
100,1,59,1.3,0.5,100,3232.22118727413,1
100,1,60,1.3,0.5,100,8061.0213992097,1
100,1,61,1.3,0.5,100,47.1475568221338,1
100,1,62,1.3,0.5,100,51175487.9835174,1
100,1,63,1.3,0.5,100,0.0943945881667868,0
100,1,64,1.3,0.5,100,1159.31688397043,1
100,1,65,1.3,0.5,100,395300.732054654,1
100,1,66,1.3,0.5,100,72.2909643642131,1
100,1,67,1.3,0.5,100,1607.94255857746,1
100,1,68,1.3,0.5,100,64.5616034141973,1
100,1,69,1.3,0.5,100,56282.3837556118,1
100,1,70,1.3,0.5,100,925.711534212855,1
100,1,71,1.3,0.5,100,55.0473142050389,1
100,1,72,1.3,0.5,100,16547.5435148658,1
100,1,73,1.3,0.5,100,1.55801239003183,0
100,1,74,1.3,0.5,100,29170.2896865293,1
100,1,75,1.3,0.5,100,78.4772026149934,1
100,1,76,1.3,0.5,100,108.615468092266,1
100,1,77,1.3,0.5,100,4.18290898156441,0
100,1,78,1.3,0.5,100,390.563820219734,1
100,1,79,1.3,0.5,100,0.166016603695199,0
100,1,80,1.3,0.5,100,5.76936944111069,0
100,1,81,1.3,0.5,100,212.79164807195,1
100,1,82,1.3,0.5,100,746.060721572499,1
100,1,83,1.3,0.5,100,6243.2747142387,1
100,1,84,1.3,0.5,100,240755.586707241,1
100,1,85,1.3,0.5,100,2647.91088853182,1
100,1,86,1.3,0.5,100,93.0650728175417,1
100,1,87,1.3,0.5,100,1.97614144141262,0
100,1,88,1.3,0.5,100,345609.168204269,1
100,1,89,1.3,0.5,100,4090.13144868673,1
100,1,90,1.3,0.5,100,526.738394603199,1
100,1,91,1.3,0.5,100,3640.7347716053,1
100,1,92,1.3,0.5,100,616.139869936145,1
100,1,93,1.3,0.5,100,47160.8196080276,1
100,1,94,1.3,0.5,100,21.0214418628085,1
100,1,95,1.3,0.5,100,277.065931068207,1
100,1,96,1.3,0.5,100,195.637182704593,1
100,1,97,1.3,0.5,100,28.1718580187229,1
100,1,98,1.3,0.5,100,88754.7762293849,1
100,1,99,1.3,0.5,100,535.956259661282,1
100,1,100,1.3,0.5,100,861.730242672688,1
100,1,101,1.3,0.5,100,8890.62325333735,1
100,1,102,1.3,0.5,100,14.8026571960542,1
100,1,103,1.3,0.5,100,115.096943116953,1
100,1,104,1.3,0.5,100,358053.850866825,1
100,1,105,1.3,0.5,100,32804.8284197986,1
100,1,106,1.3,0.5,100,2633.32341139367,1
100,1,107,1.3,0.5,100,1941.63915825435,1
100,1,108,1.3,0.5,100,6353.01647839585,1
100,1,109,1.3,0.5,100,8030.69601253417,1
100,1,110,1.3,0.5,100,160603.651374586,1
100,1,111,1.3,0.5,100,31.0595064047373,1
100,1,112,1.3,0.5,100,197907.531544716,1
100,1,113,1.3,0.5,100,2939.41662479589,1
100,1,114,1.3,0.5,100,8.36936926734677,0
100,1,115,1.3,0.5,100,502.674786846703,1
100,1,116,1.3,0.5,100,969.32803477661,1
100,1,117,1.3,0.5,100,1987.26781269319,1
100,1,118,1.3,0.5,100,47875.535373353,1
100,1,119,1.3,0.5,100,33.174903457078,1
100,1,120,1.3,0.5,100,1861.20111637866,1
100,1,121,1.3,0.5,100,114.43790944759,1
100,1,122,1.3,0.5,100,68.4868380913315,1
100,1,123,1.3,0.5,100,66785.3900864547,1
100,1,124,1.3,0.5,100,3.7424610095764,0
100,1,125,1.3,0.5,100,243103.693004629,1
100,1,126,1.3,0.5,100,2100.64544725478,1
100,1,127,1.3,0.5,100,10.2074121400432,1
100,1,128,1.3,0.5,100,1507967.53224536,1
100,1,129,1.3,0.5,100,36.3011463932081,1
100,1,130,1.3,0.5,100,6500.4296939668,1
100,1,131,1.3,0.5,100,9.21756025551339,0
100,1,132,1.3,0.5,100,6883.13551437048,1
100,1,133,1.3,0.5,100,1195496.55698351,1
100,1,134,1.3,0.5,100,38753.8253148049,1
100,1,135,1.3,0.5,100,10.5992576952882,1
100,1,136,1.3,0.5,100,26827.2171596884,1
100,1,137,1.3,0.5,100,268186.528310975,1
100,1,138,1.3,0.5,100,167.545932124075,1
100,1,139,1.3,0.5,100,810.419083367951,1
100,1,140,1.3,0.5,100,319154.431670988,1
100,1,141,1.3,0.5,100,76.1535414242277,1
100,1,142,1.3,0.5,100,23.723871304269,1
100,1,143,1.3,0.5,100,155.370637309083,1
100,1,144,1.3,0.5,100,350.419621596907,1
100,1,145,1.3,0.5,100,78.3575487163403,1
100,1,146,1.3,0.5,100,4.9922427710653,0
100,1,147,1.3,0.5,100,169469028.274839,1
100,1,148,1.3,0.5,100,0.869024824248316,0
100,1,149,1.3,0.5,100,5679.19538904778,1
100,1,150,1.3,0.5,100,537.498134290035,1
100,1,151,1.3,0.5,100,23878.0078350786,1
100,1,152,1.3,0.5,100,16.4951813355581,1
100,1,153,1.3,0.5,100,3448.45159492507,1
100,1,154,1.3,0.5,100,175.594456614211,1
100,1,155,1.3,0.5,100,66.6945763780799,1
100,1,156,1.3,0.5,100,246.46396845991,1
100,1,157,1.3,0.5,100,10.4464232074688,1
100,1,158,1.3,0.5,100,37.5717754857239,1
100,1,159,1.3,0.5,100,4.06341745380677,0
100,1,160,1.3,0.5,100,6.64224411957298,0
100,1,161,1.3,0.5,100,433.314303277796,1
100,1,162,1.3,0.5,100,11.7492207302422,1
100,1,163,1.3,0.5,100,3672.62246302798,1
100,1,164,1.3,0.5,100,10655.2663126646,1
100,1,165,1.3,0.5,100,326193.068418955,1
100,1,166,1.3,0.5,100,10.1100815674685,1
100,1,167,1.3,0.5,100,3065.61055133612,1
100,1,168,1.3,0.5,100,1109.65988886029,1
100,1,169,1.3,0.5,100,677.273400916342,1
100,1,170,1.3,0.5,100,89984.0928689907,1
100,1,171,1.3,0.5,100,427.992875233646,1
100,1,172,1.3,0.5,100,5903.52700432291,1
100,1,173,1.3,0.5,100,128622.312419448,1
100,1,174,1.3,0.5,100,3.75083160161771,0
100,1,175,1.3,0.5,100,16.3792019187491,1
100,1,176,1.3,0.5,100,37732.6899389903,1
100,1,177,1.3,0.5,100,67.6898400369545,1
100,1,178,1.3,0.5,100,5066.51940016749,1
100,1,179,1.3,0.5,100,235.19060503127,1
100,1,180,1.3,0.5,100,333.319545646737,1
100,1,181,1.3,0.5,100,45.0837005262276,1
100,1,182,1.3,0.5,100,525.986893457008,1
100,1,183,1.3,0.5,100,26.4313290398817,1
100,1,184,1.3,0.5,100,185.87460111062,1
100,1,185,1.3,0.5,100,1268.56309473524,1
100,1,186,1.3,0.5,100,3.36894333847211,0
100,1,187,1.3,0.5,100,19806.1525161429,1
100,1,188,1.3,0.5,100,605.399587817068,1
100,1,189,1.3,0.5,100,32802719.227322,1
100,1,190,1.3,0.5,100,10247.8074563141,1
100,1,191,1.3,0.5,100,1802.99703273494,1
100,1,192,1.3,0.5,100,5.01301376468371,0
100,1,193,1.3,0.5,100,143.141047890129,1
100,1,194,1.3,0.5,100,119.359072114764,1
100,1,195,1.3,0.5,100,187315.071859751,1
100,1,196,1.3,0.5,100,136776431.169417,1
100,1,197,1.3,0.5,100,1177.90053478616,1
100,1,198,1.3,0.5,100,865.825721927333,1
100,1,199,1.3,0.5,100,25.0334871628077,1
100,1,200,1.3,0.5,100,25.9724890015771,1
100,1,1,1.4,0.5,100,160.066380371195,1
100,1,2,1.4,0.5,100,949.885287681592,1
100,1,3,1.4,0.5,100,2965697.35476999,1
100,1,4,1.4,0.5,100,433.574771654355,1
100,1,5,1.4,0.5,100,222017.062735559,1
100,1,6,1.4,0.5,100,3576.06036464725,1
100,1,7,1.4,0.5,100,100.21744656615,1
100,1,8,1.4,0.5,100,108.60738101064,1
100,1,9,1.4,0.5,100,25115.2325942307,1
100,1,10,1.4,0.5,100,290.456414739636,1
100,1,11,1.4,0.5,100,2556.14328840046,1
100,1,12,1.4,0.5,100,301.395514784876,1
100,1,13,1.4,0.5,100,3240214.65545046,1
100,1,14,1.4,0.5,100,1492.21621734392,1
100,1,15,1.4,0.5,100,13.7785159724332,1
100,1,16,1.4,0.5,100,225.776604044069,1
100,1,17,1.4,0.5,100,5646.47215098357,1
100,1,18,1.4,0.5,100,3814274.22326126,1
100,1,19,1.4,0.5,100,37107.1493939949,1
100,1,20,1.4,0.5,100,52.1690836134321,1
100,1,21,1.4,0.5,100,35.0670397842235,1
100,1,22,1.4,0.5,100,31.9057307668828,1
100,1,23,1.4,0.5,100,451.920271010281,1
100,1,24,1.4,0.5,100,28.8599040726931,1
100,1,25,1.4,0.5,100,48.3836967676307,1
100,1,26,1.4,0.5,100,5215765751.19702,1
100,1,27,1.4,0.5,100,5236.3396020648,1
100,1,28,1.4,0.5,100,2.5354571064211,0
100,1,29,1.4,0.5,100,192.364968014916,1
100,1,30,1.4,0.5,100,222018.620425638,1
100,1,31,1.4,0.5,100,1.86087109960008,0
100,1,32,1.4,0.5,100,9673.3010987429,1
100,1,33,1.4,0.5,100,57.9880913962239,1
100,1,34,1.4,0.5,100,76.0308742109854,1
100,1,35,1.4,0.5,100,114416281.778355,1
100,1,36,1.4,0.5,100,4624.65442036507,1
100,1,37,1.4,0.5,100,34.2019679685043,1
100,1,38,1.4,0.5,100,347219.429031875,1
100,1,39,1.4,0.5,100,4.28918969424024,0
100,1,40,1.4,0.5,100,59242.6395839078,1
100,1,41,1.4,0.5,100,1582.21251749366,1
100,1,42,1.4,0.5,100,29.1920879379047,1
100,1,43,1.4,0.5,100,173.662928023931,1
100,1,44,1.4,0.5,100,117768727.594765,1
100,1,45,1.4,0.5,100,56.8534711938214,1
100,1,46,1.4,0.5,100,2516294.65724175,1
100,1,47,1.4,0.5,100,28.469511001402,1
100,1,48,1.4,0.5,100,1623576.86417341,1
100,1,49,1.4,0.5,100,999.607963884533,1
100,1,50,1.4,0.5,100,202.181328370588,1
100,1,51,1.4,0.5,100,116.62499040566,1
100,1,52,1.4,0.5,100,112.025214071794,1
100,1,53,1.4,0.5,100,2738186172.55432,1
100,1,54,1.4,0.5,100,4975.90537979759,1
100,1,55,1.4,0.5,100,2.59029129314016,0
100,1,56,1.4,0.5,100,1163.6148730225,1
100,1,57,1.4,0.5,100,561.4657987944,1
100,1,58,1.4,0.5,100,607864.674514942,1
100,1,59,1.4,0.5,100,30090.656542112,1
100,1,60,1.4,0.5,100,424.258752515693,1
100,1,61,1.4,0.5,100,1937328291.00123,1
100,1,62,1.4,0.5,100,20887.0638674156,1
100,1,63,1.4,0.5,100,1.82866968855198,0
100,1,64,1.4,0.5,100,54958.3821599596,1
100,1,65,1.4,0.5,100,11144.6542906032,1
100,1,66,1.4,0.5,100,3854.20657939891,1
100,1,67,1.4,0.5,100,131095112.986425,1
100,1,68,1.4,0.5,100,13205.0137489054,1
100,1,69,1.4,0.5,100,410562585.514657,1
100,1,70,1.4,0.5,100,211.309968194596,1
100,1,71,1.4,0.5,100,86.6959610614144,1
100,1,72,1.4,0.5,100,2867.78690939528,1
100,1,73,1.4,0.5,100,1713.74769499563,1
100,1,74,1.4,0.5,100,1446.52630233695,1
100,1,75,1.4,0.5,100,4351.4170476057,1
100,1,76,1.4,0.5,100,5902.69251005691,1
100,1,77,1.4,0.5,100,5692.07644622177,1
100,1,78,1.4,0.5,100,431.502491856131,1
100,1,79,1.4,0.5,100,28.269911638096,1
100,1,80,1.4,0.5,100,362.55875305674,1
100,1,81,1.4,0.5,100,469.647557426726,1
100,1,82,1.4,0.5,100,4326.40106249184,1
100,1,83,1.4,0.5,100,142.934683533479,1
100,1,84,1.4,0.5,100,532.937220613451,1
100,1,85,1.4,0.5,100,88279.875987704,1
100,1,86,1.4,0.5,100,1.22466487014133,0
100,1,87,1.4,0.5,100,618.884769428055,1
100,1,88,1.4,0.5,100,175.525589893115,1
100,1,89,1.4,0.5,100,46.2490757535936,1
100,1,90,1.4,0.5,100,5364294.17560426,1
100,1,91,1.4,0.5,100,2844.53548328454,1
100,1,92,1.4,0.5,100,190.571458283999,1
100,1,93,1.4,0.5,100,605100.101689427,1
100,1,94,1.4,0.5,100,44.5042810962443,1
100,1,95,1.4,0.5,100,145.163649126341,1
100,1,96,1.4,0.5,100,618036599.260455,1
100,1,97,1.4,0.5,100,14974.1736546838,1
100,1,98,1.4,0.5,100,1618.89168661294,1
100,1,99,1.4,0.5,100,3223.63500495568,1
100,1,100,1.4,0.5,100,4977981.72981622,1
100,1,101,1.4,0.5,100,89.051153523832,1
100,1,102,1.4,0.5,100,0.721750078696392,0
100,1,103,1.4,0.5,100,330.768312126826,1
100,1,104,1.4,0.5,100,37.6491759154244,1
100,1,105,1.4,0.5,100,605.821144846251,1
100,1,106,1.4,0.5,100,816.443877054388,1
100,1,107,1.4,0.5,100,502.376132658922,1
100,1,108,1.4,0.5,100,238804654.197779,1
100,1,109,1.4,0.5,100,13.9584906656894,1
100,1,110,1.4,0.5,100,29746.6327998149,1
100,1,111,1.4,0.5,100,2530.30740594252,1
100,1,112,1.4,0.5,100,2700.63983832875,1
100,1,113,1.4,0.5,100,61.1128047436449,1
100,1,114,1.4,0.5,100,715.817243875686,1
100,1,115,1.4,0.5,100,182.668103936014,1
100,1,116,1.4,0.5,100,4.6764652639267,0
100,1,117,1.4,0.5,100,266848.215992904,1
100,1,118,1.4,0.5,100,114.613759608431,1
100,1,119,1.4,0.5,100,21.6424159242068,1
100,1,120,1.4,0.5,100,0.452180863597904,0
100,1,121,1.4,0.5,100,7745982.39780098,1
100,1,122,1.4,0.5,100,4263.6680903521,1
100,1,123,1.4,0.5,100,9248399.13457782,1
100,1,124,1.4,0.5,100,2.85258826903274,0
100,1,125,1.4,0.5,100,272990.979295748,1
100,1,126,1.4,0.5,100,19946.0134866892,1
100,1,127,1.4,0.5,100,1212.86514211616,1
100,1,128,1.4,0.5,100,173.763594826376,1
100,1,129,1.4,0.5,100,448.815207868307,1
100,1,130,1.4,0.5,100,19611.3319246593,1
100,1,131,1.4,0.5,100,8051.42008815833,1
100,1,132,1.4,0.5,100,1361.56362243801,1
100,1,133,1.4,0.5,100,1790.12848892907,1
100,1,134,1.4,0.5,100,283.434287691108,1
100,1,135,1.4,0.5,100,6.55585944622468,0
100,1,136,1.4,0.5,100,23172.6630739792,1
100,1,137,1.4,0.5,100,99168.174124342,1
100,1,138,1.4,0.5,100,1693.15648612421,1
100,1,139,1.4,0.5,100,1701.94076850699,1
100,1,140,1.4,0.5,100,154343.465610177,1
100,1,141,1.4,0.5,100,591111.427452434,1
100,1,142,1.4,0.5,100,12000.9740731839,1
100,1,143,1.4,0.5,100,192229.492800849,1
100,1,144,1.4,0.5,100,196.805064400297,1
100,1,145,1.4,0.5,100,3742.56369863759,1
100,1,146,1.4,0.5,100,473096.439775586,1
100,1,147,1.4,0.5,100,44446.2316425159,1
100,1,148,1.4,0.5,100,19.3366129508233,1
100,1,149,1.4,0.5,100,8583351759849.87,1
100,1,150,1.4,0.5,100,9.54939099532799,0
100,1,151,1.4,0.5,100,4.95856525516956,0
100,1,152,1.4,0.5,100,68.5935095731556,1
100,1,153,1.4,0.5,100,38.2426596206201,1
100,1,154,1.4,0.5,100,1285.74799464026,1
100,1,155,1.4,0.5,100,245.909832786908,1
100,1,156,1.4,0.5,100,8.67117637480625,0
100,1,157,1.4,0.5,100,290577.735721349,1
100,1,158,1.4,0.5,100,1885.07344362871,1
100,1,159,1.4,0.5,100,426.060723405489,1
100,1,160,1.4,0.5,100,1039644.50005641,1
100,1,161,1.4,0.5,100,80.496903559597,1
100,1,162,1.4,0.5,100,637942.128582207,1
100,1,163,1.4,0.5,100,40842.1053831745,1
100,1,164,1.4,0.5,100,1093.66136595371,1
100,1,165,1.4,0.5,100,252.452370398462,1
100,1,166,1.4,0.5,100,3.81714375319122,0
100,1,167,1.4,0.5,100,13.4925813967959,1
100,1,168,1.4,0.5,100,9.94562202714241,0
100,1,169,1.4,0.5,100,3.81880335182193,0
100,1,170,1.4,0.5,100,12025.6382957443,1
100,1,171,1.4,0.5,100,88964146.4747452,1
100,1,172,1.4,0.5,100,436876.603880125,1
100,1,173,1.4,0.5,100,6568.81650473287,1
100,1,174,1.4,0.5,100,0.55801960940409,0
100,1,175,1.4,0.5,100,547.44330632102,1
100,1,176,1.4,0.5,100,8.21301059322173,0
100,1,177,1.4,0.5,100,34.6170077259436,1
100,1,178,1.4,0.5,100,0.628211618428032,0
100,1,179,1.4,0.5,100,111.210136351466,1
100,1,180,1.4,0.5,100,18051.8151748656,1
100,1,181,1.4,0.5,100,19.2757345352241,1
100,1,182,1.4,0.5,100,1396574.01818028,1
100,1,183,1.4,0.5,100,33.5214472993024,1
100,1,184,1.4,0.5,100,2023857.79486274,1
100,1,185,1.4,0.5,100,0.329508157573785,0
100,1,186,1.4,0.5,100,208811864.059191,1
100,1,187,1.4,0.5,100,2192.4735868176,1
100,1,188,1.4,0.5,100,8.63030528390874,0
100,1,189,1.4,0.5,100,5299.1781424273,1
100,1,190,1.4,0.5,100,4.40582116024323,0
100,1,191,1.4,0.5,100,5229.50934000027,1
100,1,192,1.4,0.5,100,9485567081.57721,1
100,1,193,1.4,0.5,100,594.810794321704,1
100,1,194,1.4,0.5,100,4.01072783372891,0
100,1,195,1.4,0.5,100,1920.72417146554,1
100,1,196,1.4,0.5,100,1305.84983698688,1
100,1,197,1.4,0.5,100,3664.99125698573,1
100,1,198,1.4,0.5,100,31.3532114597796,1
100,1,199,1.4,0.5,100,15.1570259827283,1
100,1,200,1.4,0.5,100,241.654155331011,1
100,1,1,1.5,0.5,100,3519.35214995044,1
100,1,2,1.5,0.5,100,6.08435575595384,0
100,1,3,1.5,0.5,100,16713.5494151968,1
100,1,4,1.5,0.5,100,1.39814646015591,0
100,1,5,1.5,0.5,100,189096.365750745,1
100,1,6,1.5,0.5,100,7984.03437049125,1
100,1,7,1.5,0.5,100,3641.27469879313,1
100,1,8,1.5,0.5,100,81.9395592749974,1
100,1,9,1.5,0.5,100,20200.0796665045,1
100,1,10,1.5,0.5,100,4064.9159291833,1
100,1,11,1.5,0.5,100,136.703639530605,1
100,1,12,1.5,0.5,100,94829052.9387427,1
100,1,13,1.5,0.5,100,18.3364489287907,1
100,1,14,1.5,0.5,100,12.2612167778198,1
100,1,15,1.5,0.5,100,1955.24703965599,1
100,1,16,1.5,0.5,100,43.7319882625295,1
100,1,17,1.5,0.5,100,41466.5126111374,1
100,1,18,1.5,0.5,100,439.394897273907,1
100,1,19,1.5,0.5,100,6.43860749020615,0
100,1,20,1.5,0.5,100,53.5595775390179,1
100,1,21,1.5,0.5,100,31241.5989587775,1
100,1,22,1.5,0.5,100,20884.1402203767,1
100,1,23,1.5,0.5,100,43978.712546208,1
100,1,24,1.5,0.5,100,3438.96202141449,1
100,1,25,1.5,0.5,100,623.255878979078,1
100,1,26,1.5,0.5,100,72.7200242149233,1
100,1,27,1.5,0.5,100,92440628.2616453,1
100,1,28,1.5,0.5,100,3.55537103085694,0
100,1,29,1.5,0.5,100,12.5967835508538,1
100,1,30,1.5,0.5,100,56.3752435637981,1
100,1,31,1.5,0.5,100,429.946913288309,1
100,1,32,1.5,0.5,100,45544.2224542055,1
100,1,33,1.5,0.5,100,12.6978423361996,1
100,1,34,1.5,0.5,100,501.35276092473,1
100,1,35,1.5,0.5,100,124765.027952018,1
100,1,36,1.5,0.5,100,1902.45054390347,1
100,1,37,1.5,0.5,100,8.56953517322891,0
100,1,38,1.5,0.5,100,61.690868502231,1
100,1,39,1.5,0.5,100,31582.8154345011,1
