n_obs,d,sim,alpha_param,beta_param,B,test_stat,reject
100,1,151,0.8,0.5,100,165.340461757783,1
100,1,152,0.8,0.5,100,66530.0626176222,1
100,1,153,0.8,0.5,100,19.9578565433372,1
100,1,154,0.8,0.5,100,6.19383877722988,0
100,1,155,0.8,0.5,100,1.99433383587413,0
100,1,156,0.8,0.5,100,54.8906588352944,1
100,1,157,0.8,0.5,100,467.058092305654,1
100,1,158,0.8,0.5,100,1.79037339050675,0
100,1,159,0.8,0.5,100,3.22321170925922,0
100,1,160,0.8,0.5,100,64.4797224602771,1
100,1,161,0.8,0.5,100,6.20777545853082,0
100,1,162,0.8,0.5,100,6.8520751016372,0
100,1,163,0.8,0.5,100,4.39290837880225,0
100,1,164,0.8,0.5,100,18935636.7932502,1
100,1,165,0.8,0.5,100,1976.82381277366,1
100,1,166,0.8,0.5,100,18.6928216391431,1
100,1,167,0.8,0.5,100,20384.1517244939,1
100,1,168,0.8,0.5,100,443294.585686079,1
100,1,169,0.8,0.5,100,1184.19730388869,1
100,1,170,0.8,0.5,100,1417.38282654685,1
100,1,171,0.8,0.5,100,1015335.54736773,1
100,1,172,0.8,0.5,100,9934.30747819977,1
100,1,173,0.8,0.5,100,6.79772397767327,0
100,1,174,0.8,0.5,100,106.955190764842,1
100,1,175,0.8,0.5,100,248.780023594213,1
100,1,176,0.8,0.5,100,19.0249652925825,1
100,1,177,0.8,0.5,100,1964.30891874291,1
100,1,178,0.8,0.5,100,87.5777203106839,1
100,1,179,0.8,0.5,100,2450.93059555755,1
100,1,180,0.8,0.5,100,1809.33895082778,1
100,1,181,0.8,0.5,100,915248.337409412,1
100,1,182,0.8,0.5,100,1.89204056811567,0
100,1,183,0.8,0.5,100,13.6090813952593,1
100,1,184,0.8,0.5,100,2.15456790264167,0
100,1,185,0.8,0.5,100,392.764531246101,1
100,1,186,0.8,0.5,100,16.450992380832,1
100,1,187,0.8,0.5,100,18.9475100488269,1
100,1,188,0.8,0.5,100,1572.09209076676,1
100,1,189,0.8,0.5,100,1097.90190963461,1
100,1,190,0.8,0.5,100,50.5105475539097,1
100,1,191,0.8,0.5,100,75126.1579492253,1
100,1,192,0.8,0.5,100,9.07848837648242,0
100,1,193,0.8,0.5,100,1603.55878747652,1
100,1,194,0.8,0.5,100,16.5658533920274,1
100,1,195,0.8,0.5,100,2259.83324196743,1
100,1,196,0.8,0.5,100,12.8905322148975,1
100,1,197,0.8,0.5,100,5371.16940569392,1
100,1,198,0.8,0.5,100,58917.0497514443,1
100,1,199,0.8,0.5,100,9.01002405700628,0
100,1,200,0.8,0.5,100,172842.286075335,1
100,1,1,0.9,0.5,100,104.719139179649,1
100,1,2,0.9,0.5,100,35.6097542651261,1
100,1,3,0.9,0.5,100,2009.75419898269,1
100,1,4,0.9,0.5,100,5.04902869668264,0
100,1,5,0.9,0.5,100,8.57188331474139,0
100,1,6,0.9,0.5,100,16.6045282833122,1
100,1,7,0.9,0.5,100,298.839361028874,1
100,1,8,0.9,0.5,100,13905.839359715,1
100,1,9,0.9,0.5,100,157246.379947977,1
100,1,10,0.9,0.5,100,773.373076629602,1
100,1,11,0.9,0.5,100,7.92024421143786,0
100,1,12,0.9,0.5,100,0.431470676743921,0
100,1,13,0.9,0.5,100,8.25048625786549,0
100,1,14,0.9,0.5,100,453.041044407584,1
100,1,15,0.9,0.5,100,11.67531344661,1
100,1,16,0.9,0.5,100,0.443298426421344,0
100,1,17,0.9,0.5,100,0.398275680436205,0
100,1,18,0.9,0.5,100,6276.72448611471,1
100,1,19,0.9,0.5,100,0.964265158845181,0
100,1,20,0.9,0.5,100,13.0895701176385,1
100,1,21,0.9,0.5,100,104.432008464063,1
100,1,22,0.9,0.5,100,46.3772828529182,1
100,1,23,0.9,0.5,100,0.913757782501224,0
100,1,24,0.9,0.5,100,139.186198874641,1
100,1,25,0.9,0.5,100,155274.867493395,1
100,1,26,0.9,0.5,100,33.7867904716701,1
100,1,27,0.9,0.5,100,83691.6026970665,1
100,1,28,0.9,0.5,100,33.5861220624607,1
100,1,29,0.9,0.5,100,149.077078956964,1
100,1,30,0.9,0.5,100,38.9831975284683,1
100,1,31,0.9,0.5,100,38173.3571494456,1
100,1,32,0.9,0.5,100,0.745106536588759,0
100,1,33,0.9,0.5,100,1358.75952806085,1
100,1,34,0.9,0.5,100,296109.473356615,1
100,1,35,0.9,0.5,100,12.5847097305956,1
100,1,36,0.9,0.5,100,2.77276769333323,0
100,1,37,0.9,0.5,100,170.18004967648,1
100,1,38,0.9,0.5,100,4.50789284512508,0
100,1,39,0.9,0.5,100,41066.5696784821,1
100,1,40,0.9,0.5,100,36592.8365535081,1
100,1,41,0.9,0.5,100,8.0958493495629,0
100,1,42,0.9,0.5,100,95228.4774009837,1
100,1,43,0.9,0.5,100,39.6677982285723,1
100,1,44,0.9,0.5,100,33.042883269295,1
100,1,45,0.9,0.5,100,3.09101716505574,0
100,1,46,0.9,0.5,100,7762.85347357384,1
100,1,47,0.9,0.5,100,52.0991637990593,1
100,1,48,0.9,0.5,100,18.1142525042017,1
100,1,49,0.9,0.5,100,0.588948185915945,0
100,1,50,0.9,0.5,100,26.4321498162381,1
100,1,51,0.9,0.5,100,0.597840918803088,0
100,1,52,0.9,0.5,100,0.51162184062122,0
100,1,53,0.9,0.5,100,1331.89969554792,1
100,1,54,0.9,0.5,100,2.41562164096195,0
100,1,55,0.9,0.5,100,862.581576337951,1
100,1,56,0.9,0.5,100,88.8913363781615,1
100,1,57,0.9,0.5,100,8.87896473490051,0
100,1,58,0.9,0.5,100,114.663684934202,1
100,1,59,0.9,0.5,100,2007.93583044018,1
100,1,60,0.9,0.5,100,19.0346238903451,1
100,1,61,0.9,0.5,100,585.59270110388,1
100,1,62,0.9,0.5,100,342.923872691013,1
100,1,63,0.9,0.5,100,1.93843795894843,0
100,1,64,0.9,0.5,100,0.156063156515433,0
100,1,65,0.9,0.5,100,8.26995122520286,0
100,1,66,0.9,0.5,100,923.45940296556,1
100,1,67,0.9,0.5,100,334875.473970503,1
100,1,68,0.9,0.5,100,163.853116841054,1
100,1,69,0.9,0.5,100,10.2057190114208,1
100,1,70,0.9,0.5,100,1.86863155645447,0
100,1,71,0.9,0.5,100,258.004370856217,1
100,1,72,0.9,0.5,100,1144.53874018426,1
100,1,73,0.9,0.5,100,64.0764390140125,1
100,1,74,0.9,0.5,100,146.164848505156,1
100,1,75,0.9,0.5,100,2788.96188919478,1
100,1,76,0.9,0.5,100,6.04263824886714,0
100,1,77,0.9,0.5,100,153.651733660487,1
100,1,78,0.9,0.5,100,2134.82444467005,1
100,1,79,0.9,0.5,100,56.9737363990444,1
100,1,80,0.9,0.5,100,28405.9686988091,1
100,1,81,0.9,0.5,100,1084.24401527785,1
100,1,82,0.9,0.5,100,73.0597270164341,1
100,1,83,0.9,0.5,100,90.8162862559904,1
100,1,84,0.9,0.5,100,7.99798163999555,0
100,1,85,0.9,0.5,100,1.00807808808512,0
100,1,86,0.9,0.5,100,0.134475198436796,0
100,1,87,0.9,0.5,100,2.3961837671207,0
100,1,88,0.9,0.5,100,25.5223047820791,1
100,1,89,0.9,0.5,100,23.0466112459631,1
100,1,90,0.9,0.5,100,21.0852653363267,1
100,1,91,0.9,0.5,100,58.2023122506964,1
100,1,92,0.9,0.5,100,512.114680824899,1
100,1,93,0.9,0.5,100,2769.13478352435,1
100,1,94,0.9,0.5,100,83149.0742790015,1
100,1,95,0.9,0.5,100,22.0748851853799,1
100,1,96,0.9,0.5,100,2940670.06206102,1
100,1,97,0.9,0.5,100,7470.55415377102,1
100,1,98,0.9,0.5,100,1247.49101050175,1
100,1,99,0.9,0.5,100,1274.4541495153,1
100,1,100,0.9,0.5,100,8.21710235520132,0
100,1,101,0.9,0.5,100,14.4520835614702,1
100,1,102,0.9,0.5,100,312.736172249771,1
100,1,103,0.9,0.5,100,48379.5481686919,1
100,1,104,0.9,0.5,100,21.2976519289873,1
100,1,105,0.9,0.5,100,4.37484083699268,0
100,1,106,0.9,0.5,100,52.1809897834126,1
100,1,107,0.9,0.5,100,2.18145274727311,0
100,1,108,0.9,0.5,100,22.7495942124094,1
100,1,109,0.9,0.5,100,145649.757872951,1
100,1,110,0.9,0.5,100,6.22951292954631,0
100,1,111,0.9,0.5,100,1.03728835720191,0
100,1,112,0.9,0.5,100,18995.159636522,1
100,1,113,0.9,0.5,100,32.3855728338606,1
100,1,114,0.9,0.5,100,187.674911574104,1
100,1,115,0.9,0.5,100,9.55520928710387,0
100,1,116,0.9,0.5,100,0.859594035443956,0
100,1,117,0.9,0.5,100,5.78286531402811,0
100,1,118,0.9,0.5,100,1162920.91702045,1
100,1,119,0.9,0.5,100,590.470495210148,1
100,1,120,0.9,0.5,100,1.04346738798023,0
100,1,121,0.9,0.5,100,7.68700015354848,0
100,1,122,0.9,0.5,100,5.56543023744336,0
100,1,123,0.9,0.5,100,18.2383378168917,1
100,1,124,0.9,0.5,100,373.382345856943,1
100,1,125,0.9,0.5,100,90.8599101468781,1
100,1,126,0.9,0.5,100,5.95629739817462,0
100,1,127,0.9,0.5,100,101.333496293178,1
100,1,128,0.9,0.5,100,6076.00271706795,1
100,1,129,0.9,0.5,100,35.025551658394,1
100,1,130,0.9,0.5,100,87.0168636030551,1
100,1,131,0.9,0.5,100,1.56529978307637,0
100,1,132,0.9,0.5,100,0.0929449840277164,0
100,1,133,0.9,0.5,100,72.5085490464041,1
100,1,134,0.9,0.5,100,4164.99786542616,1
100,1,135,0.9,0.5,100,10.1740860040141,1
100,1,136,0.9,0.5,100,26.6694715524248,1
100,1,137,0.9,0.5,100,483.591665058051,1
100,1,138,0.9,0.5,100,1940.19529103192,1
100,1,139,0.9,0.5,100,37.7524887318306,1
100,1,140,0.9,0.5,100,2.35370863421208,0
100,1,141,0.9,0.5,100,9.63246129995803,0
100,1,142,0.9,0.5,100,461310.184997567,1
100,1,143,0.9,0.5,100,19.0661600098194,1
100,1,144,0.9,0.5,100,0.877760972885986,0
100,1,145,0.9,0.5,100,267856.895516821,1
100,1,146,0.9,0.5,100,7.05101527828147,0
100,1,147,0.9,0.5,100,440.921484696721,1
100,1,148,0.9,0.5,100,2.92237649405732,0
100,1,149,0.9,0.5,100,8.90599889263423,0
100,1,150,0.9,0.5,100,5405.27596459447,1
100,1,151,0.9,0.5,100,2636.39103968276,1
100,1,152,0.9,0.5,100,953.770230125753,1
100,1,153,0.9,0.5,100,9.51017841915748,0
100,1,154,0.9,0.5,100,8.51273088649993,0
100,1,155,0.9,0.5,100,105.094623331999,1
100,1,156,0.9,0.5,100,174.282985938145,1
100,1,157,0.9,0.5,100,20.9645297889283,1
100,1,158,0.9,0.5,100,105349.138086515,1
100,1,159,0.9,0.5,100,1104.43604905959,1
100,1,160,0.9,0.5,100,8.7991151340132,0
100,1,161,0.9,0.5,100,659.326223824826,1
100,1,162,0.9,0.5,100,129.059972470695,1
100,1,163,0.9,0.5,100,3596.05464710907,1
100,1,164,0.9,0.5,100,19.6331008147891,1
100,1,165,0.9,0.5,100,1.25965889691964,0
100,1,166,0.9,0.5,100,15433.1754510142,1
100,1,167,0.9,0.5,100,11.7643194296111,1
100,1,168,0.9,0.5,100,15835.0977216189,1
100,1,169,0.9,0.5,100,786.006128394675,1
100,1,170,0.9,0.5,100,174.704550041883,1
100,1,171,0.9,0.5,100,65.632559276685,1
100,1,172,0.9,0.5,100,17.9918063536458,1
100,1,173,0.9,0.5,100,14675896.9826753,1
100,1,174,0.9,0.5,100,8.08162568664762,0
100,1,175,0.9,0.5,100,0.150330207674902,0
100,1,176,0.9,0.5,100,6.28001175346981,0
100,1,177,0.9,0.5,100,5629346.28278266,1
100,1,178,0.9,0.5,100,7420.06539042768,1
100,1,179,0.9,0.5,100,1059.59561353122,1
100,1,180,0.9,0.5,100,27.1423206751335,1
100,1,181,0.9,0.5,100,54.3655226780149,1
100,1,182,0.9,0.5,100,12.508886467357,1
100,1,183,0.9,0.5,100,2.10644766788314,0
100,1,184,0.9,0.5,100,110.871413716805,1
100,1,185,0.9,0.5,100,2831.43571454244,1
100,1,186,0.9,0.5,100,165.704607276834,1
100,1,187,0.9,0.5,100,70.7594074248342,1
100,1,188,0.9,0.5,100,67.6354431220172,1
100,1,189,0.9,0.5,100,21.9659816801554,1
100,1,190,0.9,0.5,100,1375.95975566411,1
100,1,191,0.9,0.5,100,1114.30135987144,1
100,1,192,0.9,0.5,100,42.2764267800765,1
100,1,193,0.9,0.5,100,893.314727915737,1
100,1,194,0.9,0.5,100,1530.97646791012,1
100,1,195,0.9,0.5,100,1109012.25371805,1
100,1,196,0.9,0.5,100,18.607367591314,1
100,1,197,0.9,0.5,100,35.5206569385803,1
100,1,198,0.9,0.5,100,410.282747150738,1
100,1,199,0.9,0.5,100,12.5960135054401,1
100,1,200,0.9,0.5,100,724.537504478589,1
100,1,1,1,0.5,100,11.3678077085999,1
100,1,2,1,0.5,100,29030.3196194322,1
100,1,3,1,0.5,100,45026.3998744044,1
100,1,4,1,0.5,100,61.1837983510316,1
100,1,5,1,0.5,100,14.3276489814549,1
100,1,6,1,0.5,100,12.458552176084,1
100,1,7,1,0.5,100,305.671019085928,1
100,1,8,1,0.5,100,30651.4716883579,1
100,1,9,1,0.5,100,3.11634582022895,0
100,1,10,1,0.5,100,963.519938565909,1
100,1,11,1,0.5,100,1.64029138231576,0
100,1,12,1,0.5,100,12447.7993656667,1
100,1,13,1,0.5,100,113.368006906843,1
100,1,14,1,0.5,100,5.25969325778719,0
100,1,15,1,0.5,100,17.1231584810527,1
100,1,16,1,0.5,100,233.598430748506,1
100,1,17,1,0.5,100,65.6695166213252,1
100,1,18,1,0.5,100,111.850286079108,1
100,1,19,1,0.5,100,179180.671127074,1
100,1,20,1,0.5,100,4702.00920558091,1
100,1,21,1,0.5,100,65.7361902188382,1
100,1,22,1,0.5,100,376.474735671986,1
100,1,23,1,0.5,100,227.245401941845,1
100,1,24,1,0.5,100,237.876735853268,1
100,1,25,1,0.5,100,66352.8792684903,1
100,1,26,1,0.5,100,146.911472164195,1
100,1,27,1,0.5,100,0.082179433337221,0
100,1,28,1,0.5,100,186.091458817321,1
100,1,29,1,0.5,100,5305.55701950493,1
100,1,30,1,0.5,100,4.51705999152416,0
100,1,31,1,0.5,100,2999439.95764608,1
100,1,32,1,0.5,100,17.0339229199422,1
100,1,33,1,0.5,100,21.5624868423923,1
100,1,34,1,0.5,100,0.597210216420563,0
100,1,35,1,0.5,100,19333.4517719299,1
100,1,36,1,0.5,100,0.824440622586258,0
100,1,37,1,0.5,100,60478.9208789558,1
100,1,38,1,0.5,100,27.7527104181036,1
100,1,39,1,0.5,100,4577.03158637153,1
100,1,40,1,0.5,100,329.141637826706,1
100,1,41,1,0.5,100,1250.25244340119,1
100,1,42,1,0.5,100,26.3277443731041,1
100,1,43,1,0.5,100,3.44146911586944,0
100,1,44,1,0.5,100,217.350723911076,1
100,1,45,1,0.5,100,20.3782809642359,1
100,1,46,1,0.5,100,9.3463606464356,0
100,1,47,1,0.5,100,246.126200717673,1
100,1,48,1,0.5,100,1531860.15298499,1
100,1,49,1,0.5,100,7374.93638943277,1
100,1,50,1,0.5,100,19097.7944934238,1
100,1,51,1,0.5,100,33.7157445060289,1
100,1,52,1,0.5,100,9.72367742547783,0
100,1,53,1,0.5,100,4062.95802471008,1
100,1,54,1,0.5,100,3588.64101481065,1
100,1,55,1,0.5,100,791.360454480897,1
100,1,56,1,0.5,100,13.1630939777908,1
100,1,57,1,0.5,100,10669.3632596155,1
100,1,58,1,0.5,100,1782885.43908819,1
100,1,59,1,0.5,100,3.0688786520256,0
100,1,60,1,0.5,100,185.710658652585,1
100,1,61,1,0.5,100,87.0578823221055,1
100,1,62,1,0.5,100,175.996408638392,1
100,1,63,1,0.5,100,5.57903855076823,0
100,1,64,1,0.5,100,7.44142070982771,0
100,1,65,1,0.5,100,2403.52139878047,1
100,1,66,1,0.5,100,503.233230904356,1
100,1,67,1,0.5,100,3.28210853188346,0
100,1,68,1,0.5,100,18.7771266225931,1
100,1,69,1,0.5,100,547.324551471701,1
100,1,70,1,0.5,100,143.039828723729,1
100,1,71,1,0.5,100,14.8242927824959,1
100,1,72,1,0.5,100,94.9841629559392,1
100,1,73,1,0.5,100,921.18882906916,1
100,1,74,1,0.5,100,16.3701095561372,1
100,1,75,1,0.5,100,82.4627914869859,1
100,1,76,1,0.5,100,423.086579470276,1
100,1,77,1,0.5,100,6812.30735549495,1
100,1,78,1,0.5,100,475.775747589614,1
100,1,79,1,0.5,100,1098.05921542739,1
100,1,80,1,0.5,100,26851839.5103227,1
100,1,81,1,0.5,100,40.3669210689949,1
100,1,82,1,0.5,100,0.117737043891317,0
100,1,83,1,0.5,100,38.843878086291,1
100,1,84,1,0.5,100,6.35532772881147,0
100,1,85,1,0.5,100,55.3932514660743,1
100,1,86,1,0.5,100,27227.7032255838,1
100,1,87,1,0.5,100,56568.3173646289,1
100,1,88,1,0.5,100,11.4937071029136,1
100,1,89,1,0.5,100,119.180029511814,1
100,1,90,1,0.5,100,7.51283900333433,0
100,1,91,1,0.5,100,662.707746137472,1
100,1,92,1,0.5,100,107126.046674962,1
100,1,93,1,0.5,100,471.929526402063,1
100,1,94,1,0.5,100,3.2877844504636,0
100,1,95,1,0.5,100,697.347404521229,1
100,1,96,1,0.5,100,13.9709146374533,1
100,1,97,1,0.5,100,23.5070093349665,1
100,1,98,1,0.5,100,37.0345394891709,1
100,1,99,1,0.5,100,250.94773157109,1
100,1,100,1,0.5,100,0.742350065483288,0
100,1,101,1,0.5,100,19210.8919516905,1
100,1,102,1,0.5,100,55958.4830102499,1
100,1,103,1,0.5,100,255.346732575761,1
100,1,104,1,0.5,100,116434.130590374,1
100,1,105,1,0.5,100,616.410192844985,1
100,1,106,1,0.5,100,7562.33368956517,1
100,1,107,1,0.5,100,48.9139606594903,1
100,1,108,1,0.5,100,46.6023558421099,1
100,1,109,1,0.5,100,73.4663120260829,1
100,1,110,1,0.5,100,53.5313555759643,1
100,1,111,1,0.5,100,1818831.70354054,1
100,1,112,1,0.5,100,42.4167281928515,1
100,1,113,1,0.5,100,6.11645655340582,0
100,1,114,1,0.5,100,1.27294704031448,0
100,1,115,1,0.5,100,158.688494517353,1
100,1,116,1,0.5,100,19851.9769797844,1
100,1,117,1,0.5,100,0.339849060346557,0
100,1,118,1,0.5,100,4.24590819587347,0
100,1,119,1,0.5,100,161.514839181933,1
100,1,120,1,0.5,100,1572.92813633898,1
100,1,121,1,0.5,100,150.857144728369,1
100,1,122,1,0.5,100,20339.3892588027,1
100,1,123,1,0.5,100,10.4113029953657,1
100,1,124,1,0.5,100,80.0712768499803,1
100,1,125,1,0.5,100,182.361773939386,1
100,1,126,1,0.5,100,226.991640249922,1
100,1,127,1,0.5,100,44.4306174839796,1
100,1,128,1,0.5,100,21.7980749734289,1
100,1,129,1,0.5,100,260.949468414403,1
100,1,130,1,0.5,100,13.1454773775382,1
100,1,131,1,0.5,100,439223.286617764,1
100,1,132,1,0.5,100,252724.211176613,1
100,1,133,1,0.5,100,11250.8857205944,1
100,1,134,1,0.5,100,1629.88386083992,1
100,1,135,1,0.5,100,5.49656121593222,0
100,1,136,1,0.5,100,42.6789834714425,1
100,1,137,1,0.5,100,19.6999170445065,1
100,1,138,1,0.5,100,0.847726292620487,0
100,1,139,1,0.5,100,867.473673853463,1
100,1,140,1,0.5,100,10.9120434562604,1
100,1,141,1,0.5,100,0.671570830748959,0
100,1,142,1,0.5,100,7.63417056742798,0
100,1,143,1,0.5,100,144.138373370523,1
100,1,144,1,0.5,100,18.1630666333114,1
100,1,145,1,0.5,100,1.56676512388991,0
100,1,146,1,0.5,100,2.02112733875137,0
100,1,147,1,0.5,100,105.656854845053,1
100,1,148,1,0.5,100,28.6631715812916,1
100,1,149,1,0.5,100,114.602669429702,1
100,1,150,1,0.5,100,41441761.7175468,1
100,1,151,1,0.5,100,14.7123404802902,1
100,1,152,1,0.5,100,38.6409292763164,1
100,1,153,1,0.5,100,221.632660708814,1
100,1,154,1,0.5,100,120945.921426472,1
100,1,155,1,0.5,100,3411.79165857397,1
100,1,156,1,0.5,100,41.418651720665,1
100,1,157,1,0.5,100,96.2144217434589,1
100,1,158,1,0.5,100,679.33089868778,1
100,1,159,1,0.5,100,0.78945469533302,0
100,1,160,1,0.5,100,138.730051046781,1
100,1,161,1,0.5,100,896.049270382872,1
100,1,162,1,0.5,100,333.768713880895,1
100,1,163,1,0.5,100,34.1289715534473,1
100,1,164,1,0.5,100,2.75072755635633,0
100,1,165,1,0.5,100,52.3665836024021,1
100,1,166,1,0.5,100,826917.581228197,1
100,1,167,1,0.5,100,9583.88849657793,1
100,1,168,1,0.5,100,15.7781285563744,1
100,1,169,1,0.5,100,7748.0186832045,1
100,1,170,1,0.5,100,1444.38944951015,1
100,1,171,1,0.5,100,2.82275332606616,0
100,1,172,1,0.5,100,46.1264926632332,1
100,1,173,1,0.5,100,7.9087435521219,0
100,1,174,1,0.5,100,3.70239049373077,0
100,1,175,1,0.5,100,54.3452573509662,1
100,1,176,1,0.5,100,63519.7170671101,1
100,1,177,1,0.5,100,6.39407507309011,0
100,1,178,1,0.5,100,7.80685410916203,0
100,1,179,1,0.5,100,12.5686510099424,1
100,1,180,1,0.5,100,0.169345341539126,0
100,1,181,1,0.5,100,16.198117549097,1
100,1,182,1,0.5,100,6145.76990758411,1
100,1,183,1,0.5,100,2.68624204989362,0
100,1,184,1,0.5,100,7.61639198632945,0
100,1,185,1,0.5,100,1.38260224884574,0
100,1,186,1,0.5,100,4.60449790199451,0
100,1,187,1,0.5,100,10.5853827122559,1
100,1,188,1,0.5,100,2.29610267945612,0
100,1,189,1,0.5,100,4.60657397742834,0
100,1,190,1,0.5,100,37.5506683387422,1
100,1,191,1,0.5,100,32.7525405944073,1
100,1,192,1,0.5,100,306609.172850083,1
100,1,193,1,0.5,100,1.21369975453422,0
100,1,194,1,0.5,100,83.1853375550498,1
100,1,195,1,0.5,100,16.9428811266127,1
100,1,196,1,0.5,100,343.238201295124,1
100,1,197,1,0.5,100,36.1062325687552,1
100,1,198,1,0.5,100,1005.47544307953,1
100,1,199,1,0.5,100,16.7487513449909,1
100,1,200,1,0.5,100,425.249089563176,1
100,1,1,1.1,0.5,100,163.129596397782,1
100,1,2,1.1,0.5,100,136.618110182546,1
100,1,3,1.1,0.5,100,1630.65071960955,1
100,1,4,1.1,0.5,100,80399.3645377337,1
100,1,5,1.1,0.5,100,48705.8917180638,1
100,1,6,1.1,0.5,100,324.637928510718,1
100,1,7,1.1,0.5,100,637.376177853635,1
100,1,8,1.1,0.5,100,2.26296190442385,0
100,1,9,1.1,0.5,100,1.06609879433939,0
100,1,10,1.1,0.5,100,7283.49097064765,1
100,1,11,1.1,0.5,100,60.0014928137123,1
100,1,12,1.1,0.5,100,738.786726067655,1
100,1,13,1.1,0.5,100,2533.71572886469,1
100,1,14,1.1,0.5,100,4034.62304885397,1
100,1,15,1.1,0.5,100,3002033.00698078,1
100,1,16,1.1,0.5,100,7.22845409540411,0
100,1,17,1.1,0.5,100,40.0835851657097,1
100,1,18,1.1,0.5,100,1437.1497266256,1
100,1,19,1.1,0.5,100,229.24727599142,1
100,1,20,1.1,0.5,100,101.899728909506,1
100,1,21,1.1,0.5,100,35.8277648283235,1
100,1,22,1.1,0.5,100,48.5444993257276,1
100,1,23,1.1,0.5,100,9.4364291189061,0
100,1,24,1.1,0.5,100,1.98566974835015,0
100,1,25,1.1,0.5,100,3.95351647026005,0
100,1,26,1.1,0.5,100,32.0967336746603,1
100,1,27,1.1,0.5,100,22.9290137768338,1
100,1,28,1.1,0.5,100,4.01249455028756,0
100,1,29,1.1,0.5,100,668.541957574413,1
100,1,30,1.1,0.5,100,0.292412539537901,0
100,1,31,1.1,0.5,100,1530.3974407252,1
100,1,32,1.1,0.5,100,248784.74876615,1
100,1,33,1.1,0.5,100,0.0975832098524015,0
100,1,34,1.1,0.5,100,0.3928803267718,0
100,1,35,1.1,0.5,100,0.771436398200256,0
100,1,36,1.1,0.5,100,6.53314376605345,0
100,1,37,1.1,0.5,100,740.242607206151,1
100,1,38,1.1,0.5,100,789.775309306122,1
100,1,39,1.1,0.5,100,3081880.90460593,1
100,1,40,1.1,0.5,100,0.104040609095719,0
100,1,41,1.1,0.5,100,5.3978001013475,0
100,1,42,1.1,0.5,100,13.8850748282206,1
100,1,43,1.1,0.5,100,0.370085250591613,0
100,1,44,1.1,0.5,100,68.3213882300405,1
100,1,45,1.1,0.5,100,76.358895841028,1
100,1,46,1.1,0.5,100,5793.29449846764,1
100,1,47,1.1,0.5,100,5.01979159504876,0
100,1,48,1.1,0.5,100,2.60918695352086,0
100,1,49,1.1,0.5,100,90.4955940255847,1
100,1,50,1.1,0.5,100,732.338565490603,1
100,1,51,1.1,0.5,100,114.002275585801,1
100,1,52,1.1,0.5,100,496.835975472585,1
100,1,53,1.1,0.5,100,0.134905644876552,0
100,1,54,1.1,0.5,100,32.0040817888019,1
100,1,55,1.1,0.5,100,6.74706575169163,0
100,1,56,1.1,0.5,100,550794.19078123,1
100,1,57,1.1,0.5,100,475.26816458835,1
100,1,58,1.1,0.5,100,88.673852741519,1
100,1,59,1.1,0.5,100,17390.2647267048,1
100,1,60,1.1,0.5,100,506.087102842725,1
100,1,61,1.1,0.5,100,24.6168209693241,1
100,1,62,1.1,0.5,100,17.7663632112194,1
100,1,63,1.1,0.5,100,68.0849340812717,1
100,1,64,1.1,0.5,100,0.052182369268833,0
100,1,65,1.1,0.5,100,1.50240644095579,0
100,1,66,1.1,0.5,100,184.460293600494,1
100,1,67,1.1,0.5,100,495.150613429729,1
100,1,68,1.1,0.5,100,3.09014456472987,0
100,1,69,1.1,0.5,100,2.73207605370993,0
100,1,70,1.1,0.5,100,32.1532005562437,1
100,1,71,1.1,0.5,100,45.3823628378081,1
100,1,72,1.1,0.5,100,62194.1278315501,1
100,1,73,1.1,0.5,100,181.859180544096,1
100,1,74,1.1,0.5,100,3.30834119777912,0
100,1,75,1.1,0.5,100,6.78680932902628,0
100,1,76,1.1,0.5,100,1.25491580776084,0
100,1,77,1.1,0.5,100,312.960858467223,1
100,1,78,1.1,0.5,100,1300.74561903511,1
100,1,79,1.1,0.5,100,15.5848351337103,1
100,1,80,1.1,0.5,100,231323.688742177,1
100,1,81,1.1,0.5,100,1.18275301701998,0
100,1,82,1.1,0.5,100,0.283950361070361,0
100,1,83,1.1,0.5,100,3957.96741780959,1
100,1,84,1.1,0.5,100,19814.7432502308,1
100,1,85,1.1,0.5,100,212.389882426142,1
100,1,86,1.1,0.5,100,19.6811138821655,1
100,1,87,1.1,0.5,100,3.65930037493753,0
100,1,88,1.1,0.5,100,3563.16795402244,1
100,1,89,1.1,0.5,100,295.915776832632,1
100,1,90,1.1,0.5,100,5.23205808688568,0
100,1,91,1.1,0.5,100,234.47718649302,1
100,1,92,1.1,0.5,100,0.772493265695446,0
100,1,93,1.1,0.5,100,28896.9222769659,1
100,1,94,1.1,0.5,100,228.542602158124,1
100,1,95,1.1,0.5,100,3543.23826032227,1
100,1,96,1.1,0.5,100,111.427953922799,1
100,1,97,1.1,0.5,100,5.45408122836978,0
100,1,98,1.1,0.5,100,17.4231645629404,1
100,1,99,1.1,0.5,100,3.63701516251511,0
100,1,100,1.1,0.5,100,3.74189554604308,0
100,1,101,1.1,0.5,100,16.1282733689231,1
100,1,102,1.1,0.5,100,5.96392154290387,0
100,1,103,1.1,0.5,100,646.642889093189,1
100,1,104,1.1,0.5,100,630.7905367356,1
100,1,105,1.1,0.5,100,4973.56964416853,1
100,1,106,1.1,0.5,100,1981.12961042487,1
100,1,107,1.1,0.5,100,3.16698208975534,0
100,1,108,1.1,0.5,100,55.4284864573493,1
