n_obs,d,sigma,B,sim,alpha,p_0,test_stat,reject
100,2,1.73205080756888,100,1,0.1,0.5,1.28653789042837e-07,0
100,2,1.73205080756888,100,2,0.1,0.5,1.50845968971358e-08,0
100,2,1.73205080756888,100,3,0.1,0.5,5.01381718631063e-08,0
100,2,1.73205080756888,100,4,0.1,0.5,9.38872820231682e-08,0
100,2,1.73205080756888,100,5,0.1,0.5,1.20010281201697e-07,0
100,2,1.73205080756888,100,6,0.1,0.5,6.5614254409606e-08,0
100,2,1.73205080756888,100,7,0.1,0.5,1.68976059495394e-07,0
100,2,1.73205080756888,100,8,0.1,0.5,3.8393075225361e-07,0
100,2,1.73205080756888,100,9,0.1,0.5,1.3313169108353e-07,0
100,2,1.73205080756888,100,10,0.1,0.5,7.26503683341253e-09,0
100,2,1.73205080756888,100,11,0.1,0.5,7.26597474803748e-08,0
100,2,1.73205080756888,100,12,0.1,0.5,1.07099099844762e-08,0
100,2,1.73205080756888,100,13,0.1,0.5,5.87698427348079e-08,0
100,2,1.73205080756888,100,14,0.1,0.5,2.10188084407374e-08,0
100,2,1.73205080756888,100,15,0.1,0.5,5.27990411069977e-07,0
100,2,1.73205080756888,100,16,0.1,0.5,7.41380589868932e-08,0
100,2,1.73205080756888,100,17,0.1,0.5,2.17597147096706e-08,0
100,2,1.73205080756888,100,18,0.1,0.5,6.01913296813499e-08,0
100,2,1.73205080756888,100,19,0.1,0.5,1.36563441144378e-07,0
100,2,1.73205080756888,100,20,0.1,0.5,2.81300624213581e-08,0
100,2,1.73205080756888,100,21,0.1,0.5,5.82239385287023e-07,0
100,2,1.73205080756888,100,22,0.1,0.5,2.67236892239791e-07,0
100,2,1.73205080756888,100,23,0.1,0.5,6.2959188265443e-09,0
100,2,1.73205080756888,100,24,0.1,0.5,5.02224146487484e-08,0
100,2,1.73205080756888,100,25,0.1,0.5,4.18253089917918e-08,0
100,2,1.73205080756888,100,26,0.1,0.5,3.76306646545485e-08,0
100,2,1.73205080756888,100,27,0.1,0.5,4.31217869254505e-08,0
100,2,1.73205080756888,100,28,0.1,0.5,9.96849674007622e-08,0
100,2,1.73205080756888,100,29,0.1,0.5,2.54314043955365e-07,0
100,2,1.73205080756888,100,30,0.1,0.5,3.80693539954689e-08,0
100,2,1.73205080756888,100,31,0.1,0.5,2.27641675922644e-07,0
100,2,1.73205080756888,100,32,0.1,0.5,8.31044544472499e-08,0
100,2,1.73205080756888,100,33,0.1,0.5,4.78899734887415e-08,0
100,2,1.73205080756888,100,34,0.1,0.5,7.42381967658583e-10,0
100,2,1.73205080756888,100,35,0.1,0.5,5.08497468485559e-09,0
100,2,1.73205080756888,100,36,0.1,0.5,2.61187645245101e-08,0
100,2,1.73205080756888,100,37,0.1,0.5,2.73342095639051e-08,0
100,2,1.73205080756888,100,38,0.1,0.5,2.13016505774819e-07,0
100,2,1.73205080756888,100,39,0.1,0.5,8.49884291371541e-08,0
100,2,1.73205080756888,100,40,0.1,0.5,6.03455100911273e-08,0
100,2,1.73205080756888,100,41,0.1,0.5,7.1253744280632e-09,0
100,2,1.73205080756888,100,42,0.1,0.5,1.81259313998247e-06,0
100,2,1.73205080756888,100,43,0.1,0.5,1.1305869331924e-08,0
100,2,1.73205080756888,100,44,0.1,0.5,6.12447909521652e-08,0
100,2,1.73205080756888,100,45,0.1,0.5,8.63527131382066e-08,0
100,2,1.73205080756888,100,46,0.1,0.5,8.30185667383233e-08,0
100,2,1.73205080756888,100,47,0.1,0.5,2.7579384745025e-07,0
100,2,1.73205080756888,100,48,0.1,0.5,8.14637979077559e-08,0
100,2,1.73205080756888,100,49,0.1,0.5,3.25350822978859e-07,0
100,2,1.73205080756888,100,50,0.1,0.5,1.14073554923727e-10,0
100,2,1.73205080756888,100,51,0.1,0.5,2.54413205408e-07,0
100,2,1.73205080756888,100,52,0.1,0.5,1.27648657767699e-07,0
100,2,1.73205080756888,100,53,0.1,0.5,6.39303231456434e-08,0
100,2,1.73205080756888,100,54,0.1,0.5,4.35201734367256e-08,0
100,2,1.73205080756888,100,55,0.1,0.5,9.36260311991697e-08,0
100,2,1.73205080756888,100,56,0.1,0.5,3.5522151642753e-08,0
100,2,1.73205080756888,100,57,0.1,0.5,3.38198542548834e-08,0
100,2,1.73205080756888,100,58,0.1,0.5,1.16986540632004e-07,0
100,2,1.73205080756888,100,59,0.1,0.5,6.48714648677531e-08,0
100,2,1.73205080756888,100,60,0.1,0.5,6.35153603056239e-08,0
100,2,1.73205080756888,100,61,0.1,0.5,7.5574534903263e-08,0
100,2,1.73205080756888,100,62,0.1,0.5,1.23170045487253e-07,0
100,2,1.73205080756888,100,63,0.1,0.5,4.2937664261932e-08,0
100,2,1.73205080756888,100,64,0.1,0.5,1.99829076189496e-08,0
100,2,1.73205080756888,100,65,0.1,0.5,8.06155466762792e-09,0
100,2,1.73205080756888,100,66,0.1,0.5,1.97955093140487e-08,0
100,2,1.73205080756888,100,67,0.1,0.5,1.98693025870515e-07,0
100,2,1.73205080756888,100,68,0.1,0.5,2.14059044033923e-07,0
100,2,1.73205080756888,100,69,0.1,0.5,9.14358842319822e-08,0
100,2,1.73205080756888,100,70,0.1,0.5,2.64624512740065e-09,0
100,2,1.73205080756888,100,71,0.1,0.5,1.54113520423065e-07,0
100,2,1.73205080756888,100,72,0.1,0.5,6.49739796335517e-08,0
100,2,1.73205080756888,100,73,0.1,0.5,2.11802475938398e-08,0
100,2,1.73205080756888,100,74,0.1,0.5,4.41177257271137e-08,0
100,2,1.73205080756888,100,75,0.1,0.5,8.58086576354242e-09,0
100,2,1.73205080756888,100,76,0.1,0.5,2.35797681131392e-07,0
100,2,1.73205080756888,100,77,0.1,0.5,2.63516401115073e-07,0
100,2,1.73205080756888,100,78,0.1,0.5,3.45937396792364e-08,0
100,2,1.73205080756888,100,79,0.1,0.5,1.71815124843713e-08,0
100,2,1.73205080756888,100,80,0.1,0.5,5.91904212804776e-09,0
100,2,1.73205080756888,100,81,0.1,0.5,6.10389494609352e-08,0
100,2,1.73205080756888,100,82,0.1,0.5,9.11162122637245e-09,0
100,2,1.73205080756888,100,83,0.1,0.5,1.47675086452355e-10,0
100,2,1.73205080756888,100,84,0.1,0.5,1.37927239003015e-07,0
100,2,1.73205080756888,100,85,0.1,0.5,1.57221316403115e-08,0
100,2,1.73205080756888,100,86,0.1,0.5,1.41446789398114e-07,0
100,2,1.73205080756888,100,87,0.1,0.5,3.70285022700494e-08,0
100,2,1.73205080756888,100,88,0.1,0.5,4.69500767548419e-09,0
100,2,1.73205080756888,100,89,0.1,0.5,8.82003580175161e-08,0
100,2,1.73205080756888,100,90,0.1,0.5,6.44507648446346e-07,0
100,2,1.73205080756888,100,91,0.1,0.5,3.68123914478859e-08,0
100,2,1.73205080756888,100,92,0.1,0.5,1.23180068093129e-07,0
100,2,1.73205080756888,100,93,0.1,0.5,1.86216562592994e-07,0
100,2,1.73205080756888,100,94,0.1,0.5,4.63886843766205e-08,0
100,2,1.73205080756888,100,95,0.1,0.5,1.07231339148999e-08,0
100,2,1.73205080756888,100,96,0.1,0.5,1.41276778557234e-07,0
100,2,1.73205080756888,100,97,0.1,0.5,1.57359569905206e-08,0
100,2,1.73205080756888,100,98,0.1,0.5,2.04270021306721e-07,0
100,2,1.73205080756888,100,99,0.1,0.5,1.36092452167563e-08,0
100,2,1.73205080756888,100,100,0.1,0.5,1.77845435645911e-08,0
100,2,1.73205080756888,100,101,0.1,0.5,2.13594423510767e-07,0
100,2,1.73205080756888,100,102,0.1,0.5,1.14243214845606e-08,0
100,2,1.73205080756888,100,103,0.1,0.5,4.07717905262205e-09,0
100,2,1.73205080756888,100,104,0.1,0.5,4.79401919638679e-07,0
100,2,1.73205080756888,100,105,0.1,0.5,6.01270484631645e-08,0
100,2,1.73205080756888,100,106,0.1,0.5,3.22068118973076e-08,0
100,2,1.73205080756888,100,107,0.1,0.5,2.12611780096748e-07,0
100,2,1.73205080756888,100,108,0.1,0.5,6.76794455614442e-09,0
