n_obs,d,sigma,B,sim,alpha,p_0,test_stat,reject
200,2,1.73205080756888,100,41,0.1,0.5,1.01440230088249e-05,0
200,2,1.73205080756888,100,42,0.1,0.5,9.5946791256495e-05,0
200,2,1.73205080756888,100,43,0.1,0.5,0.000110513343605303,0
200,2,1.73205080756888,100,44,0.1,0.5,6.00201800775082e-06,0
200,2,1.73205080756888,100,45,0.1,0.5,9.86417367732992e-06,0
200,2,1.73205080756888,100,46,0.1,0.5,9.64107701456183e-06,0
200,2,1.73205080756888,100,47,0.1,0.5,7.69933949435405e-07,0
200,2,1.73205080756888,100,48,0.1,0.5,5.35989467665132e-05,0
200,2,1.73205080756888,100,49,0.1,0.5,1.66630389506937e-05,0
200,2,1.73205080756888,100,50,0.1,0.5,0.000124411845699204,0
200,2,1.73205080756888,100,51,0.1,0.5,1.01165356440818e-07,0
200,2,1.73205080756888,100,52,0.1,0.5,4.89024474923712e-06,0
200,2,1.73205080756888,100,53,0.1,0.5,0.000210184243486806,0
200,2,1.73205080756888,100,54,0.1,0.5,1.12077946051861e-05,0
200,2,1.73205080756888,100,55,0.1,0.5,9.23815619764035e-07,0
200,2,1.73205080756888,100,56,0.1,0.5,0.00010187181645883,0
200,2,1.73205080756888,100,57,0.1,0.5,1.96566056478423e-05,0
200,2,1.73205080756888,100,58,0.1,0.5,3.75992307660775e-06,0
200,2,1.73205080756888,100,59,0.1,0.5,9.18988202996087e-07,0
200,2,1.73205080756888,100,60,0.1,0.5,3.43034076896294e-06,0
200,2,1.73205080756888,100,61,0.1,0.5,2.1788400258088e-05,0
200,2,1.73205080756888,100,62,0.1,0.5,7.88435739008241e-05,0
200,2,1.73205080756888,100,63,0.1,0.5,4.9278497315703e-07,0
200,2,1.73205080756888,100,64,0.1,0.5,9.74702133130795e-07,0
200,2,1.73205080756888,100,65,0.1,0.5,0.000175372666496652,0
200,2,1.73205080756888,100,66,0.1,0.5,3.14845151290882e-05,0
200,2,1.73205080756888,100,67,0.1,0.5,2.63416722016352e-06,0
200,2,1.73205080756888,100,68,0.1,0.5,0.000718908419861438,0
200,2,1.73205080756888,100,69,0.1,0.5,1.76025355802181e-05,0
200,2,1.73205080756888,100,70,0.1,0.5,6.89423183760408e-05,0
200,2,1.73205080756888,100,71,0.1,0.5,4.11072788995943e-06,0
200,2,1.73205080756888,100,72,0.1,0.5,2.28983009277431e-06,0
200,2,1.73205080756888,100,73,0.1,0.5,5.194496661828e-06,0
200,2,1.73205080756888,100,74,0.1,0.5,1.85699761872651e-05,0
200,2,1.73205080756888,100,75,0.1,0.5,0.000309203948048089,0
200,2,1.73205080756888,100,76,0.1,0.5,2.52558790927807e-07,0
200,2,1.73205080756888,100,77,0.1,0.5,1.54472242249311e-05,0
200,2,1.73205080756888,100,78,0.1,0.5,0.00020846247225059,0
200,2,1.73205080756888,100,79,0.1,0.5,2.62248576611469e-06,0
200,2,1.73205080756888,100,80,0.1,0.5,3.7394289269651e-05,0
200,2,1.73205080756888,100,81,0.1,0.5,4.15178427385124e-06,0
200,2,1.73205080756888,100,82,0.1,0.5,2.48995320522189e-05,0
200,2,1.73205080756888,100,83,0.1,0.5,1.64825220016931e-06,0
200,2,1.73205080756888,100,84,0.1,0.5,1.20578694176964e-05,0
200,2,1.73205080756888,100,85,0.1,0.5,4.55572569050554e-06,0
200,2,1.73205080756888,100,86,0.1,0.5,4.34787877899331e-06,0
200,2,1.73205080756888,100,87,0.1,0.5,2.04901799411373e-05,0
200,2,1.73205080756888,100,88,0.1,0.5,1.74252537285721e-05,0
200,2,1.73205080756888,100,89,0.1,0.5,3.44640784808345e-05,0
200,2,1.73205080756888,100,90,0.1,0.5,5.1416842982173e-05,0
200,2,1.73205080756888,100,91,0.1,0.5,1.08118646537053e-05,0
200,2,1.73205080756888,100,92,0.1,0.5,9.13290802693515e-06,0
200,2,1.73205080756888,100,93,0.1,0.5,8.12626306594976e-08,0
200,2,1.73205080756888,100,94,0.1,0.5,1.286216137669e-06,0
200,2,1.73205080756888,100,95,0.1,0.5,2.51868766415104e-05,0
200,2,1.73205080756888,100,96,0.1,0.5,5.00088654438587e-05,0
200,2,1.73205080756888,100,97,0.1,0.5,1.00837671042163e-05,0
200,2,1.73205080756888,100,98,0.1,0.5,3.67367309039818e-05,0
200,2,1.73205080756888,100,99,0.1,0.5,76.5330130567276,1
200,2,1.73205080756888,100,100,0.1,0.5,1.79482490628514e-06,0
200,2,1.73205080756888,100,101,0.1,0.5,7.81580441090256e-06,0
200,2,1.73205080756888,100,102,0.1,0.5,7.24556893273355e-06,0
200,2,1.73205080756888,100,103,0.1,0.5,0.00392230864102513,0
200,2,1.73205080756888,100,104,0.1,0.5,3.25760403666848e-05,0
200,2,1.73205080756888,100,105,0.1,0.5,2.9819256561635e-05,0
200,2,1.73205080756888,100,106,0.1,0.5,0.00017040258971315,0
200,2,1.73205080756888,100,107,0.1,0.5,1.8910199352479e-05,0
200,2,1.73205080756888,100,108,0.1,0.5,4.25908324288634e-06,0
200,2,1.73205080756888,100,109,0.1,0.5,1.19859766051245e-05,0
200,2,1.73205080756888,100,110,0.1,0.5,9.93876588694727e-05,0
200,2,1.73205080756888,100,111,0.1,0.5,5.93260978190121e-06,0
200,2,1.73205080756888,100,112,0.1,0.5,3.88699315919362e-06,0
200,2,1.73205080756888,100,113,0.1,0.5,3.41933207747283e-06,0
200,2,1.73205080756888,100,114,0.1,0.5,1.25192286340888e-05,0
200,2,1.73205080756888,100,115,0.1,0.5,1.45610531961768e-06,0
200,2,1.73205080756888,100,116,0.1,0.5,1.53668787251674e-06,0
200,2,1.73205080756888,100,117,0.1,0.5,4.59086809694743e-06,0
200,2,1.73205080756888,100,118,0.1,0.5,4.4549868038545e-05,0
200,2,1.73205080756888,100,119,0.1,0.5,2.50395290843827e-05,0
200,2,1.73205080756888,100,120,0.1,0.5,4.34761787207291e-06,0
200,2,1.73205080756888,100,121,0.1,0.5,5.06733442816151e-07,0
200,2,1.73205080756888,100,122,0.1,0.5,5.33914892216808e-07,0
200,2,1.73205080756888,100,123,0.1,0.5,3.91393737845308e-06,0
200,2,1.73205080756888,100,124,0.1,0.5,8.21207515400808e-05,0
200,2,1.73205080756888,100,125,0.1,0.5,3.20470746397157e-05,0
200,2,1.73205080756888,100,126,0.1,0.5,2.91309102991784e-05,0
200,2,1.73205080756888,100,127,0.1,0.5,1.49430516156565e-05,0
200,2,1.73205080756888,100,128,0.1,0.5,1.22412873843132e-05,0
200,2,1.73205080756888,100,129,0.1,0.5,0.000462898217613457,0
200,2,1.73205080756888,100,130,0.1,0.5,3.60586333519293e-06,0
200,2,1.73205080756888,100,131,0.1,0.5,1.09341482662265e-05,0
200,2,1.73205080756888,100,132,0.1,0.5,2.84647896421492e-05,0
200,2,1.73205080756888,100,133,0.1,0.5,1.35320791103567e-05,0
200,2,1.73205080756888,100,134,0.1,0.5,5.28700207423481e-05,0
200,2,1.73205080756888,100,135,0.1,0.5,8.40002545246063e-06,0
200,2,1.73205080756888,100,136,0.1,0.5,1.38309335778908e-06,0
200,2,1.73205080756888,100,137,0.1,0.5,8.26579376416671e-06,0
200,2,1.73205080756888,100,138,0.1,0.5,1.33990997823714e-06,0
200,2,1.73205080756888,100,139,0.1,0.5,8.94056976988282e-06,0
200,2,1.73205080756888,100,140,0.1,0.5,3.06760043338885e-05,0
200,2,1.73205080756888,100,141,0.1,0.5,1.23183943124468e-05,0
200,2,1.73205080756888,100,142,0.1,0.5,2.43280696918398e-05,0
200,2,1.73205080756888,100,143,0.1,0.5,2.04296830675401e-06,0
200,2,1.73205080756888,100,144,0.1,0.5,2.58642211423986e-05,0
200,2,1.73205080756888,100,145,0.1,0.5,2.40854356472903e-05,0
200,2,1.73205080756888,100,146,0.1,0.5,6.79331912093293e-06,0
200,2,1.73205080756888,100,147,0.1,0.5,0.000288092383399026,0
200,2,1.73205080756888,100,148,0.1,0.5,3.48587954537048e-08,0
200,2,1.73205080756888,100,149,0.1,0.5,1.44095594054879e-07,0
200,2,1.73205080756888,100,150,0.1,0.5,5.32549189494409e-05,0
200,2,1.73205080756888,100,151,0.1,0.5,3142708.45762438,1
200,2,1.73205080756888,100,152,0.1,0.5,1.0138608522543e-06,0
200,2,1.73205080756888,100,153,0.1,0.5,2.41085118362738e-05,0
200,2,1.73205080756888,100,154,0.1,0.5,0.000126876745798692,0
200,2,1.73205080756888,100,155,0.1,0.5,2.75775723780051e-05,0
200,2,1.73205080756888,100,156,0.1,0.5,1.92388432982361e-06,0
200,2,1.73205080756888,100,157,0.1,0.5,6.67354872518717,0
200,2,1.73205080756888,100,158,0.1,0.5,4.63977276134088e-05,0
200,2,1.73205080756888,100,159,0.1,0.5,7.2800304553517e-06,0
200,2,1.73205080756888,100,160,0.1,0.5,1.38510688005544e-05,0
200,2,1.73205080756888,100,161,0.1,0.5,1.5671526165978e-05,0
200,2,1.73205080756888,100,162,0.1,0.5,5.38744704655118e-05,0
200,2,1.73205080756888,100,163,0.1,0.5,3.75351332279201e-05,0
200,2,1.73205080756888,100,164,0.1,0.5,2.14783926228631e-05,0
200,2,1.73205080756888,100,165,0.1,0.5,6.30606436009208e-05,0
200,2,1.73205080756888,100,166,0.1,0.5,2.04252543616585e-06,0
200,2,1.73205080756888,100,167,0.1,0.5,2.72581156348428e-06,0
200,2,1.73205080756888,100,168,0.1,0.5,2.96941001666304e-07,0
200,2,1.73205080756888,100,169,0.1,0.5,7.80212128924531e-05,0
200,2,1.73205080756888,100,170,0.1,0.5,1.6236891638721e-05,0
200,2,1.73205080756888,100,171,0.1,0.5,1.32207774694687e-05,0
200,2,1.73205080756888,100,172,0.1,0.5,2.03268007023853e-06,0
200,2,1.73205080756888,100,173,0.1,0.5,1.95345640983016e-05,0
200,2,1.73205080756888,100,174,0.1,0.5,0.000120755404618992,0
200,2,1.73205080756888,100,175,0.1,0.5,0.00013114425566312,0
200,2,1.73205080756888,100,176,0.1,0.5,2.30232158620158e-05,0
200,2,1.73205080756888,100,177,0.1,0.5,9.67675913647586e-07,0
200,2,1.73205080756888,100,178,0.1,0.5,2.99722990869707e-05,0
200,2,1.73205080756888,100,179,0.1,0.5,2.70540114606345e-05,0
200,2,1.73205080756888,100,180,0.1,0.5,0.000214796428261409,0
200,2,1.73205080756888,100,181,0.1,0.5,2.59762510193054e-06,0
200,2,1.73205080756888,100,182,0.1,0.5,0.000115334571803997,0
200,2,1.73205080756888,100,183,0.1,0.5,1.74229967425513e-06,0
200,2,1.73205080756888,100,184,0.1,0.5,1.97601279135196e-06,0
200,2,1.73205080756888,100,185,0.1,0.5,1.41489550012171e-06,0
200,2,1.73205080756888,100,186,0.1,0.5,3.90796902066088e-08,0
200,2,1.73205080756888,100,187,0.1,0.5,5.09739537854082e-07,0
200,2,1.73205080756888,100,188,0.1,0.5,5.47876949391917e-07,0
200,2,1.73205080756888,100,189,0.1,0.5,1.51916817177778e-05,0
200,2,1.73205080756888,100,190,0.1,0.5,1.06091396330588e-05,0
200,2,1.73205080756888,100,191,0.1,0.5,5.58016255488621e-06,0
200,2,1.73205080756888,100,192,0.1,0.5,7.02954061501413e-06,0
200,2,1.73205080756888,100,193,0.1,0.5,0.000233546724891,0
200,2,1.73205080756888,100,194,0.1,0.5,7.13028443684636e-05,0
200,2,1.73205080756888,100,195,0.1,0.5,5.89563662392905e-05,0
200,2,1.73205080756888,100,196,0.1,0.5,1.79508326456478e-07,0
200,2,1.73205080756888,100,197,0.1,0.5,9.52919716566938e-07,0
200,2,1.73205080756888,100,198,0.1,0.5,1.18307398413228e-05,0
200,2,1.73205080756888,100,199,0.1,0.5,1.34672262331865e-06,0
200,2,1.73205080756888,100,200,0.1,0.5,3.24642382198766e-05,0
