n_obs,d,sigma,B,sim,alpha,p_0,test_stat,reject
800,2,1.73205080756888,100,71,0.1,0.5,1.13442086852514e-05,0
800,2,1.73205080756888,100,72,0.1,0.5,Inf,1
800,2,1.73205080756888,100,73,0.1,0.5,4.07277913063649e-06,0
800,2,1.73205080756888,100,74,0.1,0.5,0.000239954332392463,0
800,2,1.73205080756888,100,75,0.1,0.5,7.15787590119279e-07,0
800,2,1.73205080756888,100,76,0.1,0.5,1.97465537782725e-05,0
800,2,1.73205080756888,100,77,0.1,0.5,4.23977345767372e-05,0
800,2,1.73205080756888,100,78,0.1,0.5,3.07193829033828e-07,0
800,2,1.73205080756888,100,79,0.1,0.5,4.55382259222979e-08,0
800,2,1.73205080756888,100,80,0.1,0.5,0.00145616695255911,0
800,2,1.73205080756888,100,81,0.1,0.5,2.44060368046081e-06,0
800,2,1.73205080756888,100,82,0.1,0.5,5.24614090644525e+94,1
800,2,1.73205080756888,100,83,0.1,0.5,1.00489346260622e-07,0
800,2,1.73205080756888,100,84,0.1,0.5,5.32856956588046e-08,0
800,2,1.73205080756888,100,85,0.1,0.5,Inf,1
800,2,1.73205080756888,100,86,0.1,0.5,7.64955813169112e-10,0
800,2,1.73205080756888,100,87,0.1,0.5,6.40263835053597e-06,0
800,2,1.73205080756888,100,88,0.1,0.5,4.16901586468047e-05,0
800,2,1.73205080756888,100,89,0.1,0.5,1.71098593151277e-10,0
800,2,1.73205080756888,100,90,0.1,0.5,5.99598334476069e-08,0
800,2,1.73205080756888,100,91,0.1,0.5,0.000809338631712305,0
800,2,1.73205080756888,100,92,0.1,0.5,8.59239419468973e-08,0
800,2,1.73205080756888,100,93,0.1,0.5,8.21808489571265e-05,0
800,2,1.73205080756888,100,94,0.1,0.5,2.66017108468168e-09,0
800,2,1.73205080756888,100,95,0.1,0.5,1.50762563055718e-06,0
800,2,1.73205080756888,100,96,0.1,0.5,2.67462241807477e-05,0
800,2,1.73205080756888,100,97,0.1,0.5,3.94016860373696e-08,0
800,2,1.73205080756888,100,98,0.1,0.5,2462661740.37182,1
800,2,1.73205080756888,100,99,0.1,0.5,1.24403696078791e+105,1
800,2,1.73205080756888,100,100,0.1,0.5,2.51750493658557e-09,0
800,2,1.73205080756888,100,101,0.1,0.5,4.13706445088027e-06,0
800,2,1.73205080756888,100,102,0.1,0.5,1.78595528115454e-08,0
800,2,1.73205080756888,100,103,0.1,0.5,3.22779474159333e-08,0
800,2,1.73205080756888,100,104,0.1,0.5,7.55095111310857e-08,0
800,2,1.73205080756888,100,105,0.1,0.5,2.57936909593237e-06,0
800,2,1.73205080756888,100,106,0.1,0.5,1.68974364670775e+22,1
800,2,1.73205080756888,100,107,0.1,0.5,1.47263420915725e-07,0
800,2,1.73205080756888,100,108,0.1,0.5,1.28467917205745e-07,0
800,2,1.73205080756888,100,109,0.1,0.5,5.00493735484299e+214,1
800,2,1.73205080756888,100,110,0.1,0.5,1.36780132432324e-07,0
800,2,1.73205080756888,100,111,0.1,0.5,1.226560528116e-06,0
800,2,1.73205080756888,100,112,0.1,0.5,3.36773832252512e-06,0
800,2,1.73205080756888,100,113,0.1,0.5,3.40371803913903e-07,0
800,2,1.73205080756888,100,114,0.1,0.5,1.58813071275887e-07,0
800,2,1.73205080756888,100,115,0.1,0.5,2.07464487506788e-07,0
800,2,1.73205080756888,100,116,0.1,0.5,7.38893398108398e-06,0
800,2,1.73205080756888,100,117,0.1,0.5,3.39741984380704e+83,1
800,2,1.73205080756888,100,118,0.1,0.5,1.24543787087491e-05,0
800,2,1.73205080756888,100,119,0.1,0.5,0.0468249799934586,0
800,2,1.73205080756888,100,120,0.1,0.5,2.37310626924134e-08,0
800,2,1.73205080756888,100,121,0.1,0.5,5.03970262695189e-10,0
800,2,1.73205080756888,100,122,0.1,0.5,1.37222012071977e-06,0
800,2,1.73205080756888,100,123,0.1,0.5,7.73086426110533e-10,0
800,2,1.73205080756888,100,124,0.1,0.5,4.71087520464724e-05,0
800,2,1.73205080756888,100,125,0.1,0.5,12667.4637279761,1
800,2,1.73205080756888,100,126,0.1,0.5,0.000655708034987073,0
800,2,1.73205080756888,100,127,0.1,0.5,6.32614411062685e-09,0
800,2,1.73205080756888,100,128,0.1,0.5,5.79039761688199e-08,0
800,2,1.73205080756888,100,129,0.1,0.5,2.83805971233446e-06,0
800,2,1.73205080756888,100,130,0.1,0.5,2.52078473868718e-06,0
800,2,1.73205080756888,100,131,0.1,0.5,8.62490185072244e-08,0
800,2,1.73205080756888,100,132,0.1,0.5,5.44328175199117e-06,0
800,2,1.73205080756888,100,133,0.1,0.5,2.08745347674115e-05,0
800,2,1.73205080756888,100,134,0.1,0.5,7.16126117403517e-07,0
800,2,1.73205080756888,100,135,0.1,0.5,1.15102200478066e+33,1
800,2,1.73205080756888,100,136,0.1,0.5,2.447349567587e-08,0
800,2,1.73205080756888,100,137,0.1,0.5,1.35109668986948e-07,0
800,2,1.73205080756888,100,138,0.1,0.5,1.30007640116553e-06,0
800,2,1.73205080756888,100,139,0.1,0.5,5.51722081352151e-05,0
800,2,1.73205080756888,100,140,0.1,0.5,233402031.571007,1
800,2,1.73205080756888,100,141,0.1,0.5,3.64359610616213e-07,0
800,2,1.73205080756888,100,142,0.1,0.5,1.25170422533488e-08,0
800,2,1.73205080756888,100,143,0.1,0.5,1.78308541445564e-10,0
800,2,1.73205080756888,100,144,0.1,0.5,1.68039824598625e-05,0
800,2,1.73205080756888,100,145,0.1,0.5,2.04965568685647e-07,0
800,2,1.73205080756888,100,146,0.1,0.5,1223.46138242949,1
800,2,1.73205080756888,100,147,0.1,0.5,1.36661617087302e-06,0
800,2,1.73205080756888,100,148,0.1,0.5,6.02114842202168e-08,0
800,2,1.73205080756888,100,149,0.1,0.5,4.56882539643679e-06,0
800,2,1.73205080756888,100,150,0.1,0.5,9.51195692750454e+45,1
800,2,1.73205080756888,100,151,0.1,0.5,9.06223810899766e-07,0
800,2,1.73205080756888,100,152,0.1,0.5,2.54492542873988e-08,0
800,2,1.73205080756888,100,153,0.1,0.5,1.13310357422849e-06,0
800,2,1.73205080756888,100,154,0.1,0.5,0.0356767002775211,0
800,2,1.73205080756888,100,155,0.1,0.5,3.86985190106545e-07,0
800,2,1.73205080756888,100,156,0.1,0.5,4.33140383479451e-06,0
800,2,1.73205080756888,100,157,0.1,0.5,3399961.91252256,1
800,2,1.73205080756888,100,158,0.1,0.5,3.25680834656283e-07,0
800,2,1.73205080756888,100,159,0.1,0.5,9.65446840662054e+44,1
800,2,1.73205080756888,100,160,0.1,0.5,5.13721774014177e-08,0
800,2,1.73205080756888,100,161,0.1,0.5,6.5963767333422e+256,1
800,2,1.73205080756888,100,162,0.1,0.5,1.30425014609722e-07,0
800,2,1.73205080756888,100,163,0.1,0.5,0.0604840707313114,0
800,2,1.73205080756888,100,164,0.1,0.5,9.64466208461986e-09,0
800,2,1.73205080756888,100,165,0.1,0.5,1.46653092662283e-07,0
800,2,1.73205080756888,100,166,0.1,0.5,6.23413828541615e-06,0
800,2,1.73205080756888,100,167,0.1,0.5,8.45093960109449e+261,1
800,2,1.73205080756888,100,168,0.1,0.5,4.22533017223004e-08,0
800,2,1.73205080756888,100,169,0.1,0.5,1.43679437379911e+33,1
800,2,1.73205080756888,100,170,0.1,0.5,8.60423009565752e+73,1
800,2,1.73205080756888,100,171,0.1,0.5,4.57405677801502e-08,0
800,2,1.73205080756888,100,172,0.1,0.5,1.16137459722279e-07,0
800,2,1.73205080756888,100,173,0.1,0.5,6.59140665578381e-08,0
800,2,1.73205080756888,100,174,0.1,0.5,4.44262380886596e-07,0
800,2,1.73205080756888,100,175,0.1,0.5,1.53851375061135e-07,0
800,2,1.73205080756888,100,176,0.1,0.5,2.63054310959155e-08,0
800,2,1.73205080756888,100,177,0.1,0.5,1.21630297264245e-08,0
800,2,1.73205080756888,100,178,0.1,0.5,1.44355327072621e-05,0
800,2,1.73205080756888,100,179,0.1,0.5,5.12815320661583e-08,0
800,2,1.73205080756888,100,180,0.1,0.5,1.177241182869e-07,0
800,2,1.73205080756888,100,181,0.1,0.5,2.29189060197764e-07,0
800,2,1.73205080756888,100,182,0.1,0.5,164599185.333739,1
800,2,1.73205080756888,100,183,0.1,0.5,1.84928325838177e-06,0
800,2,1.73205080756888,100,184,0.1,0.5,1.26529546563897e-06,0
800,2,1.73205080756888,100,185,0.1,0.5,2.42982391792215e-06,0
800,2,1.73205080756888,100,186,0.1,0.5,1.03218829435168e-07,0
800,2,1.73205080756888,100,187,0.1,0.5,3.40998517404219e-07,0
800,2,1.73205080756888,100,188,0.1,0.5,9.80040454893346e-08,0
800,2,1.73205080756888,100,189,0.1,0.5,2.85301245878889e-09,0
800,2,1.73205080756888,100,190,0.1,0.5,2.41178823760907e-07,0
800,2,1.73205080756888,100,191,0.1,0.5,184587.959783336,1
800,2,1.73205080756888,100,192,0.1,0.5,1.6122461400367e-06,0
800,2,1.73205080756888,100,193,0.1,0.5,Inf,1
800,2,1.73205080756888,100,194,0.1,0.5,6.5564678493438e-07,0
800,2,1.73205080756888,100,195,0.1,0.5,4775856556953020000,1
800,2,1.73205080756888,100,196,0.1,0.5,8.08157916027495e-08,0
800,2,1.73205080756888,100,197,0.1,0.5,8.31879299138942e-06,0
800,2,1.73205080756888,100,198,0.1,0.5,1.35355004134828e-07,0
800,2,1.73205080756888,100,199,0.1,0.5,1.54124707049798e-07,0
800,2,1.73205080756888,100,200,0.1,0.5,1.24183593785655e-07,0
