n_obs,d,sigma,B,sim,alpha,p_0,test_stat,reject
500,2,1.73205080756888,100,1,0.1,0.5,1.20840625152158e-07,0
500,2,1.73205080756888,100,2,0.1,0.5,7.41051810780525e-06,0
500,2,1.73205080756888,100,3,0.1,0.5,1.08036278907112e-06,0
500,2,1.73205080756888,100,4,0.1,0.5,2.38043729064628e-06,0
500,2,1.73205080756888,100,5,0.1,0.5,3.31445647693641e-05,0
500,2,1.73205080756888,100,6,0.1,0.5,6.804539091253e-06,0
500,2,1.73205080756888,100,7,0.1,0.5,3.41713019141842e-07,0
500,2,1.73205080756888,100,8,0.1,0.5,6.45677597477102e-08,0
500,2,1.73205080756888,100,9,0.1,0.5,1.11632791896364e-06,0
500,2,1.73205080756888,100,10,0.1,0.5,5.17247837696409e-05,0
500,2,1.73205080756888,100,11,0.1,0.5,2.97967228321784e-07,0
500,2,1.73205080756888,100,12,0.1,0.5,1.00873186903667e-07,0
500,2,1.73205080756888,100,13,0.1,0.5,2.27238421236744e-06,0
500,2,1.73205080756888,100,14,0.1,0.5,5.3605703712321e-06,0
500,2,1.73205080756888,100,15,0.1,0.5,2.33192778026475e-07,0
500,2,1.73205080756888,100,16,0.1,0.5,6.60158343892564e-09,0
500,2,1.73205080756888,100,17,0.1,0.5,0.00195484057593961,0
500,2,1.73205080756888,100,18,0.1,0.5,3.73078637762724e-07,0
500,2,1.73205080756888,100,19,0.1,0.5,7.52724493157403e-06,0
500,2,1.73205080756888,100,20,0.1,0.5,1.30448809052868e-05,0
500,2,1.73205080756888,100,21,0.1,0.5,7.9020395563244e-08,0
500,2,1.73205080756888,100,22,0.1,0.5,2.04990903564024e-06,0
500,2,1.73205080756888,100,23,0.1,0.5,3.55614487469158e-06,0
500,2,1.73205080756888,100,24,0.1,0.5,5.84928971066916e-06,0
500,2,1.73205080756888,100,25,0.1,0.5,6.3838497163524e-07,0
500,2,1.73205080756888,100,26,0.1,0.5,9.37569065399121e-08,0
500,2,1.73205080756888,100,27,0.1,0.5,7.46000248666112e-08,0
500,2,1.73205080756888,100,28,0.1,0.5,3.25009645559512e-10,0
500,2,1.73205080756888,100,29,0.1,0.5,3.50903707040059e-06,0
500,2,1.73205080756888,100,30,0.1,0.5,6.26258934101714e-09,0
500,2,1.73205080756888,100,31,0.1,0.5,3.27538894526152e-08,0
500,2,1.73205080756888,100,32,0.1,0.5,3.61158863581986e-05,0
500,2,1.73205080756888,100,33,0.1,0.5,2.00206886766166e-05,0
500,2,1.73205080756888,100,34,0.1,0.5,4.05811680104151e-07,0
500,2,1.73205080756888,100,35,0.1,0.5,1.74660018763219e-08,0
500,2,1.73205080756888,100,36,0.1,0.5,7.23185098907283e-08,0
500,2,1.73205080756888,100,37,0.1,0.5,2.25039167724302e-07,0
500,2,1.73205080756888,100,38,0.1,0.5,33.0920866292464,1
500,2,1.73205080756888,100,39,0.1,0.5,1.09394515851416e-06,0
500,2,1.73205080756888,100,40,0.1,0.5,1.22250519195168e-05,0
500,2,1.73205080756888,100,41,0.1,0.5,3.78489610877837e-09,0
500,2,1.73205080756888,100,42,0.1,0.5,2.02658930244196e-09,0
500,2,1.73205080756888,100,43,0.1,0.5,2.38193468695328e-06,0
500,2,1.73205080756888,100,44,0.1,0.5,4.91138610665591e-05,0
500,2,1.73205080756888,100,45,0.1,0.5,8.95015255500303e-06,0
500,2,1.73205080756888,100,46,0.1,0.5,2.17366453854603e-05,0
500,2,1.73205080756888,100,47,0.1,0.5,9.73048786174647e-10,0
500,2,1.73205080756888,100,48,0.1,0.5,7.32788742492804e-08,0
500,2,1.73205080756888,100,49,0.1,0.5,6.54811854245096e-06,0
500,2,1.73205080756888,100,50,0.1,0.5,1.91126645312828e-06,0
500,2,1.73205080756888,100,51,0.1,0.5,1.28193452640483e-06,0
500,2,1.73205080756888,100,52,0.1,0.5,5.23623780419189e-07,0
500,2,1.73205080756888,100,53,0.1,0.5,7.03627842733891e-07,0
500,2,1.73205080756888,100,54,0.1,0.5,9.32037346167631e-06,0
500,2,1.73205080756888,100,55,0.1,0.5,2.78171693339073e-06,0
500,2,1.73205080756888,100,56,0.1,0.5,2.60323115381965e-07,0
500,2,1.73205080756888,100,57,0.1,0.5,137264035.181052,1
500,2,1.73205080756888,100,58,0.1,0.5,2.86504737046023e-07,0
500,2,1.73205080756888,100,59,0.1,0.5,1.53080170280557e-06,0
500,2,1.73205080756888,100,60,0.1,0.5,3.3869281630285e-07,0
500,2,1.73205080756888,100,61,0.1,0.5,1.36312264593752e-06,0
500,2,1.73205080756888,100,62,0.1,0.5,1.9527906038833e-09,0
500,2,1.73205080756888,100,63,0.1,0.5,5.31458030473604e-09,0
500,2,1.73205080756888,100,64,0.1,0.5,3.27983341413494e-05,0
500,2,1.73205080756888,100,65,0.1,0.5,6.51105944700234e+43,1
500,2,1.73205080756888,100,66,0.1,0.5,2.9995588545511e-07,0
500,2,1.73205080756888,100,67,0.1,0.5,5.17937719962038e-07,0
500,2,1.73205080756888,100,68,0.1,0.5,5.99144672840799e-06,0
500,2,1.73205080756888,100,69,0.1,0.5,8.20423414872525e-07,0
500,2,1.73205080756888,100,70,0.1,0.5,1.60485681070468e-07,0
500,2,1.73205080756888,100,71,0.1,0.5,7.32589604345381e-07,0
500,2,1.73205080756888,100,72,0.1,0.5,7.61010122027273e-05,0
500,2,1.73205080756888,100,73,0.1,0.5,2.09285932446614e-07,0
500,2,1.73205080756888,100,74,0.1,0.5,6.88702217739385e-06,0
500,2,1.73205080756888,100,75,0.1,0.5,2.15805955466393e-05,0
500,2,1.73205080756888,100,76,0.1,0.5,Inf,1
500,2,1.73205080756888,100,77,0.1,0.5,4.67826153023879e-06,0
500,2,1.73205080756888,100,78,0.1,0.5,7.74224883145571e-09,0
500,2,1.73205080756888,100,79,0.1,0.5,3.72796529293201e-08,0
500,2,1.73205080756888,100,80,0.1,0.5,1.31746809234967e-06,0
500,2,1.73205080756888,100,81,0.1,0.5,6.95696222780603e-06,0
500,2,1.73205080756888,100,82,0.1,0.5,2.43254906903133e-07,0
500,2,1.73205080756888,100,83,0.1,0.5,8.27964418638619e-06,0
500,2,1.73205080756888,100,84,0.1,0.5,1.18509662446844e-07,0
500,2,1.73205080756888,100,85,0.1,0.5,4.13040726172269e-06,0
500,2,1.73205080756888,100,86,0.1,0.5,3.33623051091646e-08,0
500,2,1.73205080756888,100,87,0.1,0.5,1.28793834807772e-06,0
500,2,1.73205080756888,100,88,0.1,0.5,1.25725620137115e-06,0
500,2,1.73205080756888,100,89,0.1,0.5,3.47877507621987e-07,0
500,2,1.73205080756888,100,90,0.1,0.5,1.4314766763903e-05,0
500,2,1.73205080756888,100,91,0.1,0.5,7.49941761984368e-07,0
500,2,1.73205080756888,100,92,0.1,0.5,5.8676562823911e+40,1
500,2,1.73205080756888,100,93,0.1,0.5,1.35759012795019e-06,0
500,2,1.73205080756888,100,94,0.1,0.5,9.08386304430491e-07,0
