n_obs,d,sigma,B,sim,alpha,p_0,test_stat,reject
1000,2,1.73205080756888,100,1,0.1,0.5,11436550.9856232,1
1000,2,1.73205080756888,100,2,0.1,0.5,4.70123857866179e+44,1
1000,2,1.73205080756888,100,3,0.1,0.5,2.25303635793313e-10,0
1000,2,1.73205080756888,100,4,0.1,0.5,0.00210179217517019,0
1000,2,1.73205080756888,100,5,0.1,0.5,1.78469170190189e-07,0
1000,2,1.73205080756888,100,6,0.1,0.5,1.8048406109403e-06,0
1000,2,1.73205080756888,100,7,0.1,0.5,9.10834769663632e-07,0
1000,2,1.73205080756888,100,8,0.1,0.5,6.84576311839221e+27,1
1000,2,1.73205080756888,100,9,0.1,0.5,4.43592710474776e+160,1
1000,2,1.73205080756888,100,10,0.1,0.5,3.55894248932307e-07,0
1000,2,1.73205080756888,100,11,0.1,0.5,1.77104443721761e-08,0
1000,2,1.73205080756888,100,12,0.1,0.5,Inf,1
1000,2,1.73205080756888,100,13,0.1,0.5,2.76480853003413e-05,0
1000,2,1.73205080756888,100,14,0.1,0.5,8.56025423540856e-08,0
1000,2,1.73205080756888,100,15,0.1,0.5,8.93156344429002e-08,0
1000,2,1.73205080756888,100,16,0.1,0.5,0.000287681299153387,0
1000,2,1.73205080756888,100,17,0.1,0.5,1.75651465402725e-08,0
1000,2,1.73205080756888,100,18,0.1,0.5,4.12744271833385e+62,1
1000,2,1.73205080756888,100,19,0.1,0.5,Inf,1
1000,2,1.73205080756888,100,20,0.1,0.5,1.05667204402585e-08,0
1000,2,1.73205080756888,100,21,0.1,0.5,0.00242645548471506,0
1000,2,1.73205080756888,100,22,0.1,0.5,Inf,1
1000,2,1.73205080756888,100,23,0.1,0.5,1.23862545040346,0
1000,2,1.73205080756888,100,24,0.1,0.5,6.28337939451508e-07,0
1000,2,1.73205080756888,100,25,0.1,0.5,0.161966287426334,0
1000,2,1.73205080756888,100,26,0.1,0.5,1.0059889521274e+107,1
1000,2,1.73205080756888,100,27,0.1,0.5,1045541.81220579,1
1000,2,1.73205080756888,100,28,0.1,0.5,7.33781139739224e-08,0
1000,2,1.73205080756888,100,29,0.1,0.5,5.57466432934558e-08,0
1000,2,1.73205080756888,100,30,0.1,0.5,4.06819968255204e-06,0
1000,2,1.73205080756888,100,31,0.1,0.5,5.41307760663347e-06,0
1000,2,1.73205080756888,100,32,0.1,0.5,7.39191003620988e+20,1
1000,2,1.73205080756888,100,33,0.1,0.5,1.88926521470986e-08,0
1000,2,1.73205080756888,100,34,0.1,0.5,8.23866415354474e-08,0
1000,2,1.73205080756888,100,35,0.1,0.5,3.88409629945806e-09,0
1000,2,1.73205080756888,100,36,0.1,0.5,0.855285272413302,0
1000,2,1.73205080756888,100,37,0.1,0.5,2.94620094314384e-06,0
1000,2,1.73205080756888,100,38,0.1,0.5,5.33408989956185e-07,0
1000,2,1.73205080756888,100,39,0.1,0.5,Inf,1
